Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,IRE Awards Luncheon featuring keynote speaker Lowell Bergman of UC Berkeleyâs Investigative Reporting Program,2014-06-28,noon,2014-06-28,2:00 p.m.,TBA,"A highlight of the IRE conference, the IRE Awards Luncheon begins at noon Saturday in Salon 7,8,9. We will present the 2013 IRE Awards and salute some of the best investigative work of the past year.  
Admission to the luncheon is included with your conference registration.  Guest tickets can be purchased for $60. Purchase additional guest tickets.  Guest tickets will be available for pick-up at the IRE Sales Table on the Lower B2 Level of the San Francisco Marriott Marquis beginning Wednesday, June 25 at 3 p.m.
","Salon 7,8,9",http://ire.org/events-and-training/event/975/1464/
,Broadcast: Web collaborations,2014-06-28,2:30 p.m.,2014-06-28,3:30 p.m.,"Sara Catania, Joel Grover, Lee Ferran, Russ Walker","You've got a killer investigation and you want the world to know. We'll show you how partnering with your web/digital team can help develop sources, generate buzz and extend the life of your investigative stories long after they've aired.
",Golden Gate B,http://ire.org/events-and-training/event/975/1401/
,Analyzing immigration data 1,2014-06-28,2:30 p.m.,2014-06-28,3:30 p.m.,Claudia Nunez,"Mapping Boot Camp on how to use open tools to create maps/visualizations for immigration stories that follow the morning session of Introduction to multimedia immigration storytelling and U.S. Census data
This session is part of a series focusing on immigration. Pre-registered attendees will receive priority seating.  
Sponsored by the McCormick Foundation.
 
",Nob Hill D,http://ire.org/events-and-training/event/975/1450/
,Collaboration: Bringing students into your investigation,2014-06-28,2:30 p.m.,2014-06-28,3:30 p.m.,"Andy Hall, Nick Penzenstadler, Brant Houston, Lauren Mills","*Moderated by Brant Houston, University of Illinois
This panel will look at the best ways to include students in investigations, what the expectations should be for the editors, reporters and students, and how to ensure students fully participate while avoiding errors and too much time spent on training.
",Salon 4-6,http://ire.org/events-and-training/event/975/1314/
,Story-based inquiry (part 1),2014-06-28,2:30 p.m.,2014-06-28,3:30 p.m.,"Mark Lee Hunter, Luuk Sengers","Using a free Firefox add-on, and some simple code that anyone can understand (it's practically plain English), we'll learn how to ""interview"" sprawling datasets to find strong reporting leads, using data from this story. (Or in geek-speak: An introduction to SQLite databases.)
The separate steps of investigative reporting can be integrated into a single process, with tremendous gains in time, accuracy and confidence. We begin by forming an investigative hypothesis. Then, we deconstruct the hypothesis to find paths for verification. Two further tools illuminate the paths: a source map and a timeline. By using them together, we anticipate where to find key human sources and records. We also structure the story as we verify it.
",Salon 12-13,http://ire.org/events-and-training/event/975/1388/
,Managers track: Collaboration dreams & nightmares - How to sleep soundly when dealing with partners,2014-06-28,2:30 p.m.,2014-06-28,3:30 p.m.,"Raney Aronson-Rath, Michelle Holmes, Jim Brady, Robin Fields","*Moderated by Robin Fields, ProPublica
Collaboration was once a rarity in investigations, an area known more for shark-like competition. Today, however, partnerships are multiplying. The best of them yield deeper, better journalism that resonates across multiple platforms. The worst can make the already hard work of doing investigative stories even harder – and land you on Romenesko. Our speakers tell you how to grab the glories and anticipate (and, we hope, avoid!) the pitfalls.
",Salon 1-3,http://ire.org/events-and-training/event/975/1313/
,Turn your addresses into mappable points,2014-06-28,2:30 p.m.,2014-06-28,3:30 p.m.,"Elizabeth Lucas, Denise Malan","Have you ever received data that included addresses? In this session we'll talk about when it helps to display those addresses on a map, show you how to do it using free services and discuss checking for accuracy and avoiding potential traps and pitfalls.
",Nob Hill C,http://ire.org/events-and-training/event/975/1445/
,Using Twitter data to tell stories (Sponsored by Knight Foundation),2014-06-28,2:30 p.m.,2014-06-28,3:30 p.m.,"Simon Rogers, Scott Hendrickson","With the millions of tweets being sent on Twitter everyday, the platform can help tell stories on a grander scale. Learn the ways news organizations are using Twitter data to find and share news stories and how you can get started right now.
",Nob Hill AB,http://ire.org/events-and-training/event/975/1425/
,The art of storytelling: Building chemistry,2014-06-28,2:30 p.m.,2014-06-28,3:30 p.m.,"John Hillkirk, Alison Young, Alexandra Zayas, Chris Davis","When it comes to investigative projects, storytelling too often takes a back seat to reporting. In this session, two reporter-editor teams will discuss how they worked through the conceptualizing and writing of two recent investigations: In God's Name (tampabay.com/faccca) and Supplement Shell Game (supplements.usatoday.com). They'll share tips for better collaborative storytelling, techniques for sharpening writing, approaches to storytelling on multiple platforms and building a positive reporter/editor relationship.
",Club Room,http://ire.org/events-and-training/event/975/1353/
,On the beat: Law enforcement,2014-06-28,2:30 p.m.,2014-06-28,3:30 p.m.,"Frances Robles, Jodi Upton, Jaxon Van Derbeken, John Diedrich","*Moderated by John Diedrich, Milwaukee Journal Sentinel
Covering law enforcement isn't just for newbies. Veteran reporters know investigations lurk everywhere on this target-rich beat. This pragmatic panel will provide tips and strategies, such as how to find records and sources in surprising places; scrutinize often-unquestioned crime data; turn a breaking story into an investigation; use cop beat tips and tactics to find other stories; and uncover misconduct, from local cops to federal agents.
",Salon 10-11,http://ire.org/events-and-training/event/975/1331/
,Story-based inquiry (part 2),2014-06-28,3:40 p.m.,2014-06-28,4:40 p.m.,"Mark Lee Hunter, Luuk Sengers","Using a free Firefox add-on, and some simple code that anyone can understand (it's practically plain English), we'll learn how to ""interview"" sprawling datasets to find strong reporting leads, using data from this story. (Or in geek-speak: An introduction to SQLite databases.)
Investigation generates more material than news reporting – so you have to organize it as you proceed, or lose the value of your work. We will show you how to create a database from your research, and then how to shape this database into a narrative structure. These processes make your work more efficient, and your product more accurate. Then, we discuss specific techniques to manage the momentum and impact of the narrative. 
 
",Salon 12-13,http://ire.org/events-and-training/event/975/1389/
,"Investigating powerful institutions, inside & out",2014-06-28,3:40 p.m.,2014-06-28,4:40 p.m.,"Matt Apuzzo, Ross Garber, James Grimaldi","*Moderated by James Grimaldi, The Wall Street Journal
Get real-world tips on how to investigate powerful institutions from a white-collar defense lawyer who has seen it from the inside, and two reporters who have done it from the outside. Where are the access points when companies and politicians circle the wagons? Where are the useful documents and sources hidden? How do you get past ""no comment"" once lawyers and flacks get involved? And how do you bullet-proof stories and prepare for the pushback?
",Salon 4-6,http://ire.org/events-and-training/event/975/1332/
,Learn how to set up PGP email encryption (Sponsored by Knight Foundation),2014-06-28,3:40 p.m.,2014-06-28,4:40 p.m.,"Garrett Robinson, Yan Zhu","It's the type of encryption Edward Snowden first used to contact Glenn Greenwald. And it's the type of knowledge every journalist should know, but few have. Bring your laptop to this hands-on session, learn how PGP email encryption works, and then get a tutorial on how set up it up with the help of experts, so you can keep your future sources safe. 
",Nob Hill AB,http://ire.org/events-and-training/event/975/1427/
,Friendly fire: Investigating do-gooders and crowd-pleasers,2014-06-28,3:40 p.m.,2014-06-28,4:40 p.m.,"Melanie Payne, Megan Twohey, Sara Ganim, Bobby Calvan, Mc Nelly Torres","What happens when a reporter investigates a beloved institution, a popular non-profit or a group of do-gooders? How does the community – both real and virtual – respond?Edgar A. Poe award winner Megan Twohey and Pulitzer Prize winner Sarah Ganim will talk about the pressures, difficulties and rewards of investigating sacred cows. Among the topics:  How to find and report these stories, what to expect after you publish and how to deal with personal and professional attacks.
",Salon 1-3,http://ire.org/events-and-training/event/975/1370/
,Everyday scripting,2014-06-28,3:40 p.m.,2014-06-28,4:40 p.m.,Agustin Armendariz,"There are everyday data munging tasks that you can automate with just a little bit of programming know-how. This class is geared towards more seasoned data analysts. Those that know how to use things like functions and stored procedures to process data. But beginners are welcome. We'll use python and the Ipython Notebook to roll through some code and I'll have other example scripts posted on Github for reference when you get ready to apply these techniques in your everyday work. So stop by, have some fun and get ready to work more accurately and efficiently.This session will be most useful if: You have some data experience including functions and store procedures to process data, but beginners are welcome.
",Nob Hill C,http://ire.org/events-and-training/event/975/1446/
,Analyzing immigration data 2,2014-06-28,3:40 p.m.,2014-06-28,4:40 p.m.,Claudia Nunez,"Mapping Boot Camp on how to use open tools to create maps/visualizations for immigration stories that follow the morning session of Introduction to multimedia immigration storytelling and U.S. Census data
This session is part of a series focusing on immigration. Pre-registered attendees will receive priority seating.  
Sponsored by the McCormick Foundation.
",Nob Hill D,http://ire.org/events-and-training/event/975/1451/
,Lessons from the field (and off): Covering the NFL and its intersection with local governments,2014-06-28,3:40 p.m.,2014-06-28,4:40 p.m.,"Liam Dillon, Brent Schrotenboer, Don Van Natta Jr., Steve Fainaru","*Moderated by Steve Fainaru, ESPN
The National Football League administers the richest, most popular sport in America. Its power and reach gives it enormous influence over local governments, public health issues and the media. With the NFL embroiled in litigation over its handling of football-related concussions and thousands of parents forcing their kids to abandon the sport over health concerns, this panel explores how to cover this highly secretive organization on issues ranging from stadium financing to off-the field violence and examines the sources of the NFL's power.
",Club Room,http://ire.org/events-and-training/event/975/1354/
,Investigating organized crime,2014-06-28,3:40 p.m.,2014-06-28,4:40 p.m.,"Jesus Ibarra, Stevan Dojcinovic, Drew Sullivan, David Kaplan","*Moderated by David Kaplan, Global Investigative Journalism Network
It ain't your father's Mob. In the 21st Century, organized crime is networked, globalized, cyber-savvy, and able to move money, people, and contraband across borders with impunity. No wonder crime syndicates are dancing circles around law enforcement and the media. Here's a look at how to investigate cartels, rogue states, and criminal enterprises around the world – from a panel with decades of experience in going after them.
",Salon 10-11,http://ire.org/events-and-training/event/975/1345/
,Broadcast: Breaking news,2014-06-28,3:40 p.m.,2014-06-28,4:40 p.m.,"Andrew Blankstein, Jodie Fleischer, Brett Shipp","When big news breaks and the bosses ask you to lend your investigative expertise, how do you respond?  Leave the “what is happening” to the on-air people. The investigator's role is to dive head-first into “How did this happen”? “Where else might this happen again”?  “How do we keep this from happening again”? This panel of veteran investigators will show real world examples of how they were able to contribute on a big story and why tragedy demands action, answers and results. You'll also learn how to be a resource for the rest of the newsroom and uncover quick facts that will add depth to the breaking story (and details your competitors won't have). 
",Golden Gate B,http://ire.org/events-and-training/event/975/1408/
,IRE by design (hands-on),2014-06-28,4:40 p.m.,2014-06-28,5:40 p.m.,TBA,"**Updated to reflect IRE by Design panel information**
Web scraping made easier with Helium: Grab data from the web without being bogged down with coding. Helium can help make web-scraping less messy for us all. But you can only learn by doing. That's why this is a hands-on offering. We reprise the IRE staff presentation of early Friday morning.
Local Public Employee Salaries - Requesting and analyzing public payroll: Employee costs are often the largest portion of the expenses of any public agency, but it's also often very difficult to obtain and analyze. Well we've been collecting public employee salary and benefit data in California, from the state down to tiny cemetery districts, since 2008 and we will tell you our secrets. Who gets deferred compensation? Who doesn't pay into their own pensions? What part time workers and officials get full-time level health benefits? We will give you the rundown on the new edition, just live on Friday, of our Public Employee Salary Database as well as our new story on excessive overtime. Who's the $420,000 fire fighter? How did a cop manage to get 2,400 hours of overtime in one year?
",Nob Hill C & D,http://ire.org/events-and-training/event/975/1507/
,IRE by design: Help shape FOIA reform & join the #FOIAFriday community,2014-06-28,4:40 p.m.,2014-06-28,5:50 p.m.,TBA,"**Updated to reflect IRE by Design panel information**
What can be done to strengthen the Freedom of Information Act?
We have a chance to set the agenda of the newly formed FOIA Modernization Advisory Committee. The group, which met for the first time this week, includes one of our own: IRE member Andrew Becker. We are working together to solicit and collect as much input on the administration of FOIA as possible. The goal: To boost the influence journalists have on the committee, chiefly composed of government employees.
The committee is the most significant conduit for change to open records laws since the FOIA was enacted in 1966. It's mission is to “improve the administration of the law.” The agency that oversees this group, the Office of Government Information Services (OGIS), works to help requesters like you solve FOIA-related issues. A representative of OGIS is aware of our efforts and will be at the conference with her notebook ready.
Are fees your biggest roadblock to information? Blanket redactions? Response time? Something else? Let's decide together.
Join us this Saturday, June 28 at 4:50 pm to be a part of the discussion. Don't let reform happen without you. Steering the committee's direction isn't all we're doing.
This is also a chance for you to join the growing #FOIAFriday community. More than a hashtag, #FOIAFriday is a space to share tips, ask for advice and coordinate efforts to improve access to public information.
From New York's Freedom of Information Law (FOIL) to California's Public Records Act (CPRA) and everything in between, we've got you covered.
Leading the discussion Saturday will be journalists Ellen Gabler and Djordje Padejski, and attorney Duffy Carolan. Gabler's award-winning story for the Milwaukee Journal Sentinel on deadly delays in newborn screening programs drew heavily from data obtained via records requests filed around the country. Padejski founded FOIA Machine, an online platform that automates FOIA requests and helps journalists keep track of documents. Carolan is a lawyer with extensive experience representing journalists seeking information via state and federal open records laws. All will share tips from their experience obtaining, litigating and fighting for public records.
",Salon 1-3,http://ire.org/events-and-training/event/975/1506/
,IRE by design: Tilling the fields of agribusiness: You should do this. Here's why and how,2014-06-28,4:50 p.m.,2014-06-28,5:50 p.m.,TBA,"**Updated to reflect IRE by Design panel information**
From food poisoning outbreaks to corporate food to environmental contamination to the rising issue of feeding 9 billion people by 2050 - agribusiness plays a role in much of our daily lives. Find out about the great stories not being covered. The session will offer keys to documents, human sources and data you can use. Join expert journalists from the Midest Center for Investigative Reporting, the Iowa Center for Public Affairs Journalism, Harvest Public Media and Kansas City Public Television, including Mike McGraw, who won a Pulitzer Prize for his reporting on the U.S. Department of Agriculture
",Club Room,http://ire.org/events-and-training/event/975/1512/
,Deep dives 2: Broadcast,2014-06-28,4:50 p.m.,2014-06-28,5:50 p.m.,"Michael Deeson, Scott Friedman, Eva Parks, Wendy Halloran","Digging deeper into investigations not only means finding the documents you need, but also finding and getting great sound from the target of your investigation, even if that person doesn't want to talk to you. In this session, we will explain how to prepare for the potentially confrontational interview; techniques to convince your subject to sit down and explain his or her side of the story; and what do if the subject refuses to sit down and talk. Viewers expect our investigations to go beyond telling them about wrongdoing, but also showing and hearing from the person or persons responsible. There are concrete steps you can take to hold those responsible accountable. In addition, there are different preparations to make for a scheduled interview vs. an “unscheduled” interview.
",Golden Gate B,http://ire.org/events-and-training/event/975/1409/
,IRE by design: More investigative interview tips and tactics with Julian Sher,2014-06-28,4:50 p.m.,2014-06-28,5:50 p.m.,TBA,"**Updated to reflect IRE by Design panel information**
When is the best time to trip the wire and request that tough accountability interview ? How do you prepare? How do you conduct yourself during a hard, at times uncomfortable interview? What to dare to do and what to avoid. In our Thursday morning session on Mastering The Investigative Interview, we saw lots of examples of great questions and painful mistakes, but we ran out of time and people had plenty of other issues to debate. So this is our chance to dig deeper. With Julian Sher, senior producer of Canada's premier investigative TV show The Fifth Estate and author of six investigative books.
",Salon 12-13,http://ire.org/events-and-training/event/975/1511/
,IRE by design: The freelance dilemma: How to get your investigative story made,2014-06-28,4:50 p.m.,2014-06-28,5:50 p.m.,TBA,"**Updated to reflect IRE by Design panel information**
If you're a freelance journalist with a dynamite story idea, how do you know who you can trust with it and how much you should reveal? How do you pay to get the investigation off the ground and how do you indemnify yourself against law suits? If you're a commissioning editor, how much would you expect the freelancer to tip their hand and how much would they have to develop the story on their own dime? We'd like to get a good conversation going...freelancers and commissioning editors, come with your suggestions and success stories.
",Salon 10-11,http://ire.org/events-and-training/event/975/1510/
,Investigative dashboard (Sponsored by Knight Foundation),2014-06-28,4:50 p.m.,2014-06-28,5:50 p.m.,Paul Radu,"Your stories are international - your research should be too. That vital piece of evidence might be in another country, in another language, in a database you have never heard of before. The Investigative Dashboard helps you find it, both with databases and with personal help from skilled researchers. Come demo the Investigative Dashboard, a research tool of the Organized Crime and Corruption Reporting Project developed in collaboration with Google Ideas.  Try searching the crowd-sourced database, put together by dozens of reporters and civic hackers, which contains over 800,000 company registration records and other related public records from more than 11 countries; or explore more than 400 online databases in 120 jurisdictions where you can search for information on persons of interest and corporations worldwide. If you still cannot find what you need, submit a request to our professional researchers who can search external databases and official filings for evidence of corporate ownership or property holdings that cross borders. Take it for a test drive and it may lead you to that missing link in your investigation.
",Nob Hill AB,http://ire.org/events-and-training/event/975/1426/
,IRE by design: Managing your manager and wrangling your calendar,2014-06-28,4:50 p.m.,2014-06-28,5:50 p.m.,TBA,"**Updated to reflect IRE by Design panel information**
Do you have great ideas but feel stymied by management? Are you brimming with great investigations but feel you don't have the time? I have a few tips on how to manage your manager and tame that calendar so you can get more work done. (There might also be tips for managers, not that I've been one.) This session is geared toward people who write anywhere from several stories per week to several per day. You know who you are.
",Salon 4-6,http://ire.org/events-and-training/event/975/1509/
,Membership meeting and IRE Board of Directors elections,2014-06-28,6:00 p.m.,2014-06-28,7:15 p.m.,TBA,,Salon 7,http://ire.org/events-and-training/event/975/1466/
,Closing reception,2014-06-28,7:30 p.m.,2014-06-28,8:30 p.m.,TBA,"Join us for a closing reception from 7:30 - 8:30 p.m. and enjoy one last evening of catching up with old and new friends, speakers and colleagues.  
Hors d' oeuvres and a cash bar will be available. Conference name tags are required for entry.
",Salon 8,http://ire.org/events-and-training/event/975/1463/
,Board of director voting ends,2014-06-28,7:30 p.m.,2014-06-28,7:30 p.m.,TBA,,See printed schedule for room information,http://ire.org/events-and-training/event/975/1412/
,Announcement of IRE Board winners & election of contest judges,2014-06-28,7:45 p.m.,2014-06-28,8:00 p.m.,TBA,,Salon 7,http://ire.org/events-and-training/event/975/1470/
,IRE Sales Table (Sunday),2014-06-29,8:30 a.m.,2014-06-29,10:30 a.m.,TBA,"Stop by the IRE sales table and take a look at our merchandise. We will be selling books, the large selection of titles we carry will certainly include your interests. All proceeds from your purchase help support IRE and its mission.
",Lower B2 Level,http://ire.org/events-and-training/event/975/1459/
,Key documents you can't live without,2014-06-29,9:00 a.m.,2014-06-29,10:00 a.m.,Megan Luther,"Move beyond anecdotes and he-said, she-said journalism with data and documents. Advice on developing a documents state of mind, navigating public records, understanding records retention schedules, exploring key records on a variety of beats, and becoming familiar with key data sets to produce high-impact local stories.
",Salon 12-13,http://ire.org/events-and-training/event/975/1390/
,DocumentCloud for stories,2014-06-29,9:00 a.m.,2014-06-29,10:00 a.m.,"Jaimi Dowdell, Mark Horvit","With DocumentCloud, reporters can quickly organize and search hundreds (heck, thousands) of those pesky documents. Get hands-on experience in using this free tool to annotate, analyze and share key documents for your stories. This session is good for anyone.
",Nob Hill D,http://ire.org/events-and-training/event/975/1452/
,Open source tools for news,2014-06-29,9:00 a.m.,2014-06-29,10:00 a.m.,"Adam Playford, Adam Schweigert","Free tools built by journalists are becoming a huge part of powerful investigative reporting — both for small newsrooms trying to get off the ground and for any newsroom tackling major projects. Come learn what's available and how these tools can help you do better stories now.
",Salon 14-15,http://ire.org/events-and-training/event/975/1410/
,Teaching investigative reporting: Tips and strategies,2014-06-29,9:00 a.m.,2014-06-29,10:00 a.m.,"Fred Vallance-Jones, Deborah Nelson, Mark Lee Hunter, Luuk Sengers, Brant Houston, David Armstrong","*Moderated by Brant Houston, University of Illinois
Some of the best teachers in investigative journalism will gather to share experiences, tips and strategies and discuss how to make sure students and professionals can get the most out of classes. Both in-person and online training will be discussed.
",Salon 10-11,http://ire.org/events-and-training/event/975/1372/
,Investigating inequity,2014-06-29,10:10 a.m.,2014-06-29,11:10 a.m.,"Sally Lehrman, Venise Wagner","How do bus routes, traffic lights and barren streets build inequity into society? In this session we will show how to explore unequal outcomes in schools, health and criminal justice from a more complex and revealing vantage point. Participants will learn new reporting strategies to investigate how public policy and institutions shape unequal outcomes for different groups in society. You'll also learn new tools and techniques to help you accurately and fairly report on the factors at play in stories about disparity.
",Salon 14-15,http://ire.org/events-and-training/event/975/1474/
,Conquering common data analysis problems,2014-06-29,10:10 a.m.,2014-06-29,11:10 a.m.,Megan Luther,"A hands on focus on the pitfalls of number crunching in Excel. We will highlight the problems and provide solutions in order to allow you to sleep soundly knowing your analysis is accurate.
",Nob Hill D,http://ire.org/events-and-training/event/975/1453/
,Career roundtable,2014-06-29,10:10 a.m.,2014-06-29,11:10 a.m.,"Ziva Branstetter, Sarah Cohen, Andrew Donohue, Ellen Gabler, Manny Garcia, Duane Pohlman, Mark Horvit, Ramon Escobar","*Moderated by Mark Horvit, IRE
Looking for advice on how to take the next step in your career? Get practical tips from panelists who will talk about their own experiences and discuss what employers are looking for.
",Salon 10-11,http://ire.org/events-and-training/event/975/1373/
,"Web tools, tips and tricks for investigations",2014-06-29,10:10 a.m.,2014-06-29,11:10 a.m.,Jaimi Dowdell,"What reporters and editors need to know. From better search techniques to the invisible Web, how to find documents and databases on deadline and where to find reliable websites for enterprise stories. The craft of better searching and not wasting time. Handling issues of credibility and ethics online.
",Salon 12-13,http://ire.org/events-and-training/event/975/1469/
