Topic,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
,Audio class with Reveal 2 (pre-registered attendees only),2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1574/2122/,Room 414/415,False
spreadsheets,Advanced Excel functions,2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,Speakers: Aaron Kessler | URL: http://ire.org/events-and-training/event/1574/2036/,Room 401,False
,Broadcast: 60 stories in 60 minutes,2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Speakers: Nicole Vap, Lee Zurik - This may be the one panel where you will get stories you can take back to your newsroom and get started on the day you get back from IRE. These 60 stories from broadcast investigative reporters around the country will give you story ideas that will keep you busy until the IRE conference in 2016. | URL: http://ire.org/events-and-training/event/1574/1949/",Franklin 9&amp;10,False
maps,More with QGIS: Basic geographic analysis,2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,Speakers: Alex Richards - In this class we&rsquo;ll tackle a project to join tables of data together with existing shapefiles and process data consisting of hundreds or thousands of points to give a more meaningful summary display. We&rsquo;ll also cover some of the fundamentals of editing geographic data and saving it in web-ready formats.&nbsp; | URL: http://ire.org/events-and-training/event/1574/2045/,Room 402,False
,Buying influence: How to track lobbyists (Sponsored by Rockefeller Brothers Fund),2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Speakers: Sandra Fish, James Grimaldi, Eric Lipton - Federal law requires lobbyists to register ​with Congress​. But that registration is just a tip sheet of sorts to getting a full picture of how various corporations are attempting to move their agendas in Washington--or in state capitols where they might also register a lobbying team. We take a look at some of the ​tools and techniques to build out a fuller, more narrative picture of what lobbying looks like by tapping into various databases, websites and other spots. ​We also discuss how states ​require a varying level of reporting, from basic registration to disclosure of payments from clients​ and ​contributions to lawmakers​.​​ ​And we reverse engineer a few stories--to show how the information needed to get a lobbying story on page one came together. | URL: http://ire.org/events-and-training/event/1574/1950/",Salon G,False
,Data visualization for reporting (Sponsored by Knight Foundation),2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Speakers: Kate Golden, Jaeah Lee | URL: http://ire.org/events-and-training/event/1574/1955/",Franklin 7,False
,Investigating the military,2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Speakers: Mark Greenblatt, Eva Parks, Mary Walsh | URL: http://ire.org/events-and-training/event/1574/1948/",Franklin 5&amp;6,False
,Investigating black boxes,2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Speakers: Julia Angwin, Reg Chua, Nicholas Diakopoulos, Jeremy Singer-Vine - Algorithms increasingly dominate our lives - influencing what information we find, where police are deployed, how stocks are priced, what we're charged for goods. Yet the public's understanding - and media coverage - of these new gatekeepers is still in its infancy. How should and can we be investigating these black boxes, and what are the technical, journalistic and legal challenges involved? &nbsp; | URL: http://ire.org/events-and-training/event/1574/1947/",Franklin 3&amp;4,False
databases,Using SQL to interrogate data (part 2),2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,Speakers: Meghan Hoyer | URL: http://ire.org/events-and-training/event/1574/2051/,Room 404,False
,Management track: Balancing enterprise with everything else,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Speakers: Gabriel Escobar, Kevin Merida, Richard Wiens, Kate Marymont - **Moderated by Kate Marymont, Gannett Company, Inc. | URL: http://ire.org/events-and-training/event/1574/1961/",Franklin 5&amp;6,False
,Doing investigations with students,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Speakers: David Armstrong, Sheila Coronel, Julia Harte, Joanna Zuckerman Bernstein, Brant Houston - **Moderated by Brant Houston, University of Illinois at Urbana-Champaign | URL: http://ire.org/events-and-training/event/1574/1959/",Franklin 3&amp;4,False
,Audio class with Reveal 3 (pre-registered attendees only),2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1574/2123/,Room 414/415,False
,Map like a pro with ArcGIS online,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Speakers: Robby Deming, Brian Peterson - We all live in a realm of data. But sometimes, spreadsheets and databases aren't the best way to tell your story. Take a hands-on tour of the redesigned ArcGIS Online to see how you can easily create intelligent maps in minutes. Learn how the new Smart Mapping feature in ArcGIS Online can help you investigate patterns in your data and easily create beautiful data visualizations, even if you've never worked with maps or GIS before. If you can use an Internet browser, you can create award-winning maps. | URL: http://ire.org/events-and-training/event/1574/2046/",Room 402,False
,Navigating the publishing world: From ebooks to your first novel,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Speakers: Daniel Connolly, Kirsten Danis, Nancy Stancill, Jim MacMillan - **Moderated by Jim MacMillan, Temple University | URL: http://ire.org/events-and-training/event/1574/1966/",Salon K/L,False
,Broadcast: Story structure,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Speakers: Solly Granatstein, Brendan Keefe, Chris Vanderveen, Matt Goldberg - **Moderated by Matt Goldberg, NBC4 Los Angeles | URL: http://ire.org/events-and-training/event/1574/1962/",Franklin 9&amp;10,False
,Reporting and tracking with Storify (Sponsored by Knight Foundation),2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Speakers: Doug Haddix - Explore a new way of using Storify -- as a private gathering place for your social media reporting and tracking. Learn how to set up private drafts in Storify as an efficient way of searching and saving social media posts from Twitter, Facebook, Instagram, YouTube, Tumblr and other platforms. Organize by beat or sources. Turn Storify into your own personal social media reporter's notebook. | URL: http://ire.org/events-and-training/event/1574/1968/",Franklin 7,False
databases,Using SQL to interrogate data (part 3),2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,Speakers: Griff Palmer | URL: http://ire.org/events-and-training/event/1574/2052/,Room 404,False
,Pick &amp; choose environmental investigations (Sponsored by Society of Environmental Journalists),2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Speakers: Joseph Davis, Robert McClure, Andrea Rodgers, Naveena Sadasivam, Jeff Burnside - **Moderated by Jeff Burnside, KOMO-Seattle | URL: http://ire.org/events-and-training/event/1574/1957/",Franklin 1&amp;2,False
,Show &amp; Tell (Saturday - #3),2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Speakers: Lauren Sweeney - **Moderated by Lauren Sweeney, KPRC-Houston | URL: http://ire.org/events-and-training/event/1574/2073/",Franklin 8,False
,Exploring a Post-9/11 world: A conversation with Laura Poitras,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Speakers: Laura Poitras, Robert Cribb - **Moderated by Robert Cribb, Toronto Star | URL: http://ire.org/events-and-training/event/1574/1964/",Salon G,False
,Liberating data from PDFs,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,Speakers: Grant Smith - Want to stick it to government bureaucrats that think they'll foil your investigation by turning over public data in PDFs? Show them who's boss by turning nasty PDFs into usable data. This session is good for PDF newbies. | URL: http://ire.org/events-and-training/event/1574/2037/,Room 401,False
,IRE Awards Luncheon featuring keynote speaker James Risen of The New York Times,2015-06-06,noon,2015-06-06,2:00:00 p.m.,False,"A highlight of the IRE conference, the IRE Awards Luncheon begins at noon on Saturday in Salon A-F. We will present the 2014 IRE Awards and salute some of the best investigative work of the past year. | URL: http://ire.org/events-and-training/event/1574/2094/",Salon A-F,False
,Management track: You want to do what? Vetting story ideas,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Speakers: Lois Norder, Mark Rochester, George Stanley, Robert Rosenthal - **Moderated by Robert Rosenthal, Reveal/CIR | URL: http://ire.org/events-and-training/event/1574/1971/",Franklin 1&amp;2,False
,Campus coverage: Examining the cost of a college education (Sponsored by Lumina Foundation),2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Speakers: Kim Clark, Robert Kelchen, Jonah Newman | URL: http://ire.org/events-and-training/event/1574/1973/",Franklin 3&amp;4,False
,Broadcast deep dives 3,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Speakers: Gio Benitez, Jeremy Finley, Jenna Susko - From undercover and interview techniques to research and records requests, watch some of the best investigative stories of the year and hear from the journalists behind the work. | URL: http://ire.org/events-and-training/event/1574/2072/",Franklin 8,False
,From words to pictures: Text analysis and visualization (Sponsored by Knight Foundation),2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Speakers: Nicholas Diakopoulos - You've got a massive pile of text: Some Ferguson tweets, a box of now OCRed documents, or maybe a corpus of press releases you scraped. How do you make sense of it? In this session I'll introduce some alternatives for using text visualization to see your texts in different ways. Then I'll talk about some of the machinery for text analysis that you'll need to get there, with pointers out to Python tools. Next year you'll be visualizing the SOTU like a pro. | URL: http://ire.org/events-and-training/event/1574/1985/",Franklin 7,False
python,An introduction to Python (part 1),2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,Speakers: Tom Meagher | URL: http://ire.org/events-and-training/event/1574/2053/,Room 404,False
,Beyond words: Storytelling at the intersection of cool &amp; creative,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Speakers: Gabriel Dance, Amy Julia Harris, Tori Marlan, Ken Armstrong - **Moderated by Ken Armstrong, The Marshall Project | URL: http://ire.org/events-and-training/event/1574/1981/",Salon K/L,False
,"Broadcast: Hitting the ground running - new market, new beat",2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Speakers: Danielle Leigh, Wendy Saltzman, Mc Nelly Torres - Many people switch jobs, switch beats, or have to learn a new medium. This panel will give tips on how to hit the ground running with stories and ideas as soon as you start. | URL: http://ire.org/events-and-training/event/1574/1977/",Franklin 9&amp;10,False
,Immigration: What part of &quot;illegal&quot; don&#39;t you understand? (Sponsored by Criminal Justice Journalists),2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Speakers: Cindy Carcamo, Lawrence Downes, Maria Sacchetti, Michael Matza - **Moderated by Michael Matza, The Philadelphia Inquirer | URL: http://ire.org/events-and-training/event/1574/1975/",Franklin 5&amp;6,False
,Tell me a (data) story I won&#39;t forget,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Speakers: Bill Dedman, T. Christian Miller, Dylan Purcell, Jennifer LaFleur - **Moderated by Jennifer LaFleur, The Center for Investigative Reporting/Reveal | URL: http://ire.org/events-and-training/event/1574/1983/",Room 414/415,False
,Animated video for storytelling,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,Speakers: Kavya Sukumar | URL: http://ire.org/events-and-training/event/1574/2038/,Room 401,False
"statistics, spreadsheets",Doing stats in Excel,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,Speakers: David Donald - You're comfortable doing data analysis in spreadsheets for your stories but would like to take your data journalism skills to the next level. This session introduces using statistics for stories through the comfort of Microsoft Excel. It will cover a more systematic way of thinking about your approach to your data and then applying your new understanding through descriptive statistics and regression analysis with an emphasis on storytelling. Familiarity with spreadsheets is necessary but no experience with statistics is assumed. | URL: http://ire.org/events-and-training/event/1574/2047/,Room 402,False
,Creating a document state of mind,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Speakers: Mike McGraw, James Steele, Joe Stephens | URL: http://ire.org/events-and-training/event/1574/1979/",Salon G,False
python,An introduction to Python (part 2),2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,Speakers: Tom Meagher | URL: http://ire.org/events-and-training/event/1574/2054/,Room 404,False
,Geocoding: Turning addresses into locations,2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Speakers: Liz Lucas - Have you ever received data that included addresses? In this session we'll talk about when it helps to display those addresses on a map, and show you how to do it using the Census Bureau's free online geocoder. We'll also talk about other free (or cheap) geocoding services and discuss checking for accuracy and avoiding potential traps and pitfalls. | URL: http://ire.org/events-and-training/event/1574/2039/",Room 401,False
,Reporting on diverse communities that aren&#39;t your own (Sponsored by Asian American Journalists Association),2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Speakers: Sheila Coronel, Michael Matza, Sabrina Vourvoulias, Sherry Yu - What are the challenges journalists face when covering diverse communities that are not their own? Barriers of language and access can hinder deeper reporting, and thorny issues around race and cultures can offend readers and harm their subjects. Panelists will not only explore why more and better stories about underrepresented or marginalized groups is valuable and necessary for news organizations, but provide journalists with insights and methods for how to improve their reporting on people and places that newsrooms often fail to cover.&nbsp; | URL: http://ire.org/events-and-training/event/1574/1993/",Salon K/L,False
,Show &amp; Tell (Saturday - #4),2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Speakers: Dave Savini - **Moderated by Dave Savini, CBS2Chicago | URL: http://ire.org/events-and-training/event/1574/2074/",Franklin 8,False
,Free tools to get the job done (Sponsored by Knight Foundation),2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Speakers: Matt Carroll, Adam Schweigert | URL: http://ire.org/events-and-training/event/1574/1997/",Franklin 7,False
,Campus coverage: Investigating student rights violations - From fraternities to the administration (Sponsored by Lumina Foundation),2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Speakers: Walt Bogdanich, Duane Pohlman, Samantha Sunne, Frank LoMonte - **Moderated by Frank LoMonte, Student Press Law Center | URL: http://ire.org/events-and-training/event/1574/1995/",Room 414/415,False
,Broadcast: Managing the broadcast team,2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Speakers: Jennifer Cobb, Debra Juarez, Nicole Vap | URL: http://ire.org/events-and-training/event/1574/1991/",Franklin 9&amp;10,False
,Under pressure: Real life in real time with breaking news (repeat session),2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,Speakers: Stephen Stock | URL: http://ire.org/events-and-training/event/1574/2048/,Room 402,False
,Avoiding prying eyes,2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Speakers: Julia Angwin, Jack Gillum, Trish Wilson, Jesse Holcomb - **Moderated by Jesse Holcomb,&nbsp;Pew Research Center | URL: http://ire.org/events-and-training/event/1574/2030/",Franklin 1&amp;2,False
,Human rights reporting (Sponsored by Temple University School of Media and Communication),2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Speakers: John Carlos Frey, Michael Hudson, Syed Nazakat | URL: http://ire.org/events-and-training/event/1574/1988/",Franklin 5&amp;6,False
,Investigating law enforcement,2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Speakers: Eric Flack, Jeremy Rogalski, Stephen Stock | URL: http://ire.org/events-and-training/event/1574/1987/",Franklin 3&amp;4,False
,Humanizing numbers,2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Speakers: Jennifer LaFleur, Paula Lavigne, Ron Nixon | URL: http://ire.org/events-and-training/event/1574/1917/",Salon G,False
,Pop-up panel (TBA #2),2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1574/2027/,Franklin 3&amp;4,False
,Pop-up panel (TBA #4),2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1574/2114/,Salon G,False
,Finding the story: Public debt,2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,Speakers: Cezary Podkul | URL: http://ire.org/events-and-training/event/1574/2049/,Room 402,False
,Twitter tricks and analytics,2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Speakers: Doug Haddix - If you know the basics of Twitter, you're ready to ratchet up your skills. This hands-on session will take you to the next level: advanced Twitter searches, mining tweets by location, creative uses of Twitter lists (public and private), and apps/services that provide robust analytics. The payoff: better sources (particularly during breaking news) and a competitive edge in your market. | URL: http://ire.org/events-and-training/event/1574/2055/",Room 404,False
,Pop-up panel (TBA #1),2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1574/2026/,Franklin 1&amp;2,False
,Pop-up panel (TBA #3),2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1574/2028/,Franklin 5&amp;6,False
,Show &amp; Tell (Saturday - #5),2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Speakers: Tom Dolan - **Moderated by Tom Dolan, Dolan Media Management | URL: http://ire.org/events-and-training/event/1574/2075/",Franklin 8,False
,Surviving PDFs: Tools and techniques (Sponsored by Knight Foundation),2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Speakers: Ryann Grochowski Jones, Tom Torok | URL: http://ire.org/events-and-training/event/1574/2006/",Franklin 7,False
,Using data to explore violence in Latin American Communities,2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Speakers: Ricardo Alanis Tamez, Ana Arana, Claudia Nunez, Ricardo Sandoval-Palos - **Moderated by Ricardo Sandoval-Palos, NPR | URL: http://ire.org/events-and-training/event/1574/2004/",Room 414/415,False
,Investigations with DocumentCloud,2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Speakers: Anthony DeBarros, Ted Han - Learn how to make the most of DocumentCloud&rsquo;s search, annotation, collaboration and publishing tools for your next investigation. Plus we&rsquo;ll show great examples of DocumentCloud in action in recent investigative reports. This will be a focused hour of great examples of DocumentCloud in action and the particular pieces of the platform that investigations can make use of. | URL: http://ire.org/events-and-training/event/1574/2040/",Room 401,False
,Data deep dives: Philip Meyer Award winners,2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Speakers: David Donald, Michael Grabell, Ryan McNeill, Joseph Neff - **Moderated by Joseph Neff, The News &amp; Observer | URL: http://ire.org/events-and-training/event/1574/2001/",Salon K/L,False
,Broadcast: Hidden cameras,2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Speakers: Josh Davis, Joe Ellis, Kevin Nious - Award winning producers from local and national broadcast news outlets discuss strategies for planning and executing undercover investigations. Learn best practices and see examples of ways to covertly use affordable consumer grade cameras and professional hidden cameras. | URL: http://ire.org/events-and-training/event/1574/2000/",Franklin 9&amp;10,False
,Closing reception,2015-06-06,7:00:00 p.m.,2015-06-06,8:15 p.m.,False,"Join us for a closing reception from 7 - 8:15 p.m. and enjoy one last evening of catching up with old and new friends, speakers and colleagues. &nbsp; | URL: http://ire.org/events-and-training/event/1574/2084/","Salon C-D, E",False
,IRE Sales Table (Sunday),2015-06-07,8:30 a.m.,2015-06-07,10:30 a.m.,False,"Stop by the IRE sales table and take a look at our merchandise. We will be selling books, the large selection of titles we carry will certainly include your interests. All proceeds from your purchase help support IRE and its mission. &nbsp;Sales will be located on the 4th floor of the Philadelphia Marriott Downtown. | URL: http://ire.org/events-and-training/event/1574/2092/",Franklin Hall Foyer,False
,"Science journalism: Finding stories, choosing sources, sharing truth &amp; other uncertainties",2015-06-07,9:00:00 a.m.,2015-06-07,12:20 p.m.,False,Speakers: TBA | URL: http://ire.org/events-and-training/event/1574/2010/,Franklin 9&amp;10,False
spreadsheets,Advanced Excel functions (repeat session),2015-06-07,9:00:00 a.m.,2015-06-07,10:00:00 a.m.,False,Speakers: Liz Lucas | URL: http://ire.org/events-and-training/event/1574/2041/,Room 401,False
,Data and docs,2015-06-07,9:00:00 a.m.,2015-06-07,10:00:00 a.m.,False,"Speakers: Megan Luther - Move beyond anecdotes and he-said, she-said journalism with data and documents. Advice on developing a documents state of mind, navigating public records, understanding records retention schedules, exploring key records on a variety of beats, and becoming familiar with key data sets to produce high-impact local stories. | URL: http://ire.org/events-and-training/event/1574/2009/",Franklin 3&amp;4,False
,The Web for investigators,2015-06-07,9:00:00 a.m.,2015-06-07,10:00:00 a.m.,False,"Speakers: Mark Horvit - What reporters and editors need to know. From better search techniques to the invisible Web, how to find documents and databases on deadline and where to find reliable websites for enterprise stories. The craft of better searching and not wasting time. Handling issues of credibility and ethics online. | URL: http://ire.org/events-and-training/event/1574/2008/",Franklin 1&amp;2,False
,Web scraping for anyone (repeat session),2015-06-07,9:00:00 a.m.,2015-06-07,10:00:00 a.m.,False,Speakers: Matt Wynn | URL: http://ire.org/events-and-training/event/1574/2056/,Room 404,False
,"Whose truth? Evaluate experts, recognize junk, tell better science &amp; environmental stories",2015-06-07,9:00:00 a.m.,2015-06-07,12:20 p.m.,False,Speakers: Elissa Yancey - Want to find new ways to make your audience hungry for science and environmental stories? Then come to a three-hour workshop that helps you sift through the science and the anti-science and gives you practical ideas to help you ramp up your science and environmental storytelling. | URL: http://ire.org/events-and-training/event/1574/2111/,Franklin 9&amp;10,False
,Get the IRE edge,2015-06-07,9:00:00 a.m.,2015-06-07,10:00:00 a.m.,False,"Speakers: Alex Richards, Lauren Grandestaff, Sarah Hutchins | URL: http://ire.org/events-and-training/event/1574/2113/",Franklin 7,False
,Finding the story: Workplace safety,2015-06-07,10:10 a.m.,2015-06-07,11:10 a.m.,False,Speakers: Jaimi Dowdell | URL: http://ire.org/events-and-training/event/1574/2042/,Room 401,False
,DocumentCloud: Examples and suggestions (Sponsored by Knight Foundation),2015-06-07,10:10 a.m.,2015-06-07,11:10 a.m.,False,"Speakers: Ted Han, Anthony DeBarros | URL: http://ire.org/events-and-training/event/1574/2017/",Franklin 7,False
,Career roundtable,2015-06-07,10:10 a.m.,2015-06-07,11:10 a.m.,False,"Speakers: David Cay Johnston, Ellen Gabler, Manny Garcia, Josh Meyer, Jill Riepenhoff, Stephen Stock, Nicole Vap, Mark Horvit - **Moderated by Mark Horvit, IRE/NICAR | URL: http://ire.org/events-and-training/event/1574/2106/",Franklin 1&amp;2,False
spreadsheets,Cleaning up data with OpenRefine (repeat session),2015-06-07,10:10 a.m.,2015-06-07,11:10 a.m.,False,Speakers: Denise Malan | URL: http://ire.org/events-and-training/event/1574/2057/,Room 404,False
,Using hypotheses: The core of investigative method,2015-06-07,10:10 a.m.,2015-06-07,11:10 a.m.,False,"Speakers: Luuk Sengers - In Story-Based Inquiry, an investigation begins with a hypothesis. This is an answer to the question &ldquo;What do you think that happened?&rdquo; In this session participants will learn to explore possible story angles, and to rephrase them as concrete events that can be verified. Knowing what you are looking for increases your chances of discovering it. A hypothesis also makes it easier to co-operate in a team and to &ldquo;sell&rdquo; an idea to editors or clients. | URL: http://ire.org/events-and-training/event/1574/2107/",Franklin 3&amp;4,False
,Mastering timelines: The royal road to a successful project,2015-06-07,11:20 a.m.,2015-06-07,12:20 p.m.,False,"Speakers: Luuk Sengers - In Story-Based Inquiry, the hypothesis accounts for the principal event. But something must have happened first, to make that event possible. And after the event occurs, there will be further events and consequences. In this session participants will learn how to use their imaginations to construct a hypothetical chain of events (timeline or scenario), which can be used to guide investigators toward sources and documents with a high degree of accuracy. | URL: http://ire.org/events-and-training/event/1574/2108/",Franklin 3&amp;4,False
,Liberating data from PDFs (repeat session),2015-06-07,11:20 a.m.,2015-06-07,12:20 p.m.,False,Speakers: David Herzog - Want to stick it to government bureaucrats that think they'll foil your investigation by turning over public data in PDFs? Show them who's boss by turning nasty PDFs into usable data. This session is good for PDF newbies. | URL: http://ire.org/events-and-training/event/1574/2043/,Room 401,False
,Investigating fraud,2015-06-07,11:20 a.m.,2015-06-07,12:20 p.m.,False,"Speakers: Roddy Boyd - Proving corporate fraud is usually the work of a judge and jury but the indicators of looming migraines, especially for publicly traded companies, are almost always found in ""plain sight,"" within the public legal and financial filings. Armed with nearly unimpeachable source documents--i.e. what corporate executives have personally signed off on--your reporting on publicly traded companies can be instantly transformed into something much deeper and relevant. | URL: http://ire.org/events-and-training/event/1574/2015/",Franklin 1&amp;2,False
command line,Command line fundamentals for journalists,2015-06-07,11:20 a.m.,2015-06-07,12:20 p.m.,False,Speakers: Alex Richards | URL: http://ire.org/events-and-training/event/1574/2058/,Room 404,False
