Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
databases,SQL boot camp *pre-registered attendees only,2018-06-16,9:00 a.m.,2018-06-16,5:15 p.m.,TBA,"Skill level: intermediate
If you flip over pivot tables, but wish you had more data tools, this session is for you. Structured Query Language, or SQL, can help you find patterns in millions of records, help you join databases and make you sound extra cool when you talk with your news nerd friends. In addition to learning these skills, you'll learn the song that will help you remember these skills.
This class will be taught by two experienced data reporters and former IRE training directors, and materials will include the IRE Computer Assisted Reporting boot camp binder, full of exercises, cheat sheets and tips to help you boost your data analysis and storytelling skills. We will use a free database manager that can be easily installed and used on any computer.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: The only prerequisites are a reasonable comfort level with using a spreadsheet and the love of music. No previous SQL skills necessary.
NOTE: Registration is required for this session. Click here to sign up.
",See printed schedule for room information,http://ire.org/events-and-training/event/3190/3785/
,Getting started in R *pre-registered attendees only,2018-06-16,9:00 a.m.,2018-06-16,12:30 p.m.,TBA,"Skill level: Intermediate
We will introduce you to R, a free, powerful open-source programming language, that will add statistical heft to your reporting. By the end of this three-hour session, you will be able to take raw data, import it into R, and start your analysis. Topics will include basic data importing, working with directories, reading in data, installing packages, creating simple visualizations, and how to clean, explore and sort your data. We'll also talk about how to find help when you're stuck.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: This session will be most helpful if you're comfortable working with data and you're ready to take your skills to the next level.
NOTE: Registration is required for this session. Click here to sign up.
",See printed schedule for room information,http://ire.org/events-and-training/event/3190/3786/
,Master class: Writing the investigative narrative **pre-registered attendees only,2018-06-16,9:00 a.m.,2018-06-16,12:30 p.m.,Maria Carrillo,"You've gathered data, docs and human sources. Now it's time to turn your reporting into a story -- or a series -- that packs a punch. If you're new to investigative storytelling or want to up your writing game, this workshop is for you.
Veteran editor Maria Carrillo has led some of the best narrative teams in the country. In this half-day workshop, she'll cover the entire story lifecycle, from reporting to writing to planning for publication. Topics include:
* Understanding narrative
* Reporting for story -- How to gather the details and scenes that will give your piece emotional power
* Focus and framing – Finding your way through all that material
* Self-editing tips and techniques
* Developing a story team -- How to get photographers, artists, designers, digital producers and editors unified behind a common vision
We'll look at examples of successful stories, pulling back the curtain to see how they came together.
Preregistration is required and seating is limited.
NOTE: Registration is required for this session. Click here to sign up.
",Mako,http://ire.org/events-and-training/event/3190/3791/
,Thinking big: Building a network of students and professionals to tackle national projects,2018-06-16,9:00 a.m.,2018-06-16,10:00 a.m.,"Christopher Drew, Lindsay Huth, Rick Tulsky, Deborah Nelson","A group of universities and nonprofit news organizations have banded together to collectively undertake an ambitious national project on limited funds. They will discuss the model they are developing, solicit suggestions from the crowd and connect with potential partners.
",Oceans 4,http://ire.org/events-and-training/event/3190/3819/
,On the beat: Charter schools and vouchers,2018-06-16,9:00 a.m.,2018-06-16,10:00 a.m.,TBA,"As charter schools and private schools accepting vouchers become more prevalent around the country, journalists have exposed issues such as fraud, mismanagement, poor accountability, political lobbying connections and discriminatory admissions practices. This panel will give you the tools you need to investigate charter schools in your city or state.
",Oceans 5-6,http://ire.org/events-and-training/event/3190/3986/
,Let's make some internet: Web development for beginners,2018-06-16,9:00 a.m.,2018-06-16,10:00 a.m.,Neil Bedi,"If you've been trying to figure out what all the fuss is about HTML, CSS and JavaScript, this session is for you. This session will introduce you to the basics of web development, help you make sense of the jargon and answer your questions. At the end of the session, you will have built a simple web page using HTML, CSS and JavaScript.
This session is good for: Beginners in web development. No coding experience required.
",Coral A,http://ire.org/events-and-training/event/3190/3952/
,Show & Tell * Saturday - #1 (Sponsored by Napoli Management Group),2018-06-16,9:00 a.m.,2018-06-16,10:00 a.m.,TBA,"**Moderated by Lea Thompson, independent journalist
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
",Crystal D,http://ire.org/events-and-training/event/3190/4001/
,Technology and Tools Track: Amazing online investigative tools (Sponsored by Knight Foundation),2018-06-16,9:00 a.m.,2018-06-16,10:00 a.m.,Paul Myers,"Paul Myers, the BBC's acclaimed internet research sleuth, will walk the group through his favorite tools for digging up info online. This demo will help you find information online quickly, often without paying hefty fees to proprietary database companies. These include tools that squeeze more information from Facebook, incredible people-research tools and sites that let you use telecommunications to trace people.
",Palani,http://ire.org/events-and-training/event/3190/3895/
,Localizing the investigation: Sexual misconduct,2018-06-16,9:00 a.m.,2018-06-16,10:00 a.m.,"Jim Brunner, Joel Ebert, Bente Birkeland",,Crystal E,http://ire.org/events-and-training/event/3190/3889/
,Diversity Track: Covering immigrant communities,2018-06-16,9:00 a.m.,2018-06-16,10:00 a.m.,"Howard Berkes, Brittny Mejia, Maria Perez Sanchez, Perla Trevizo","As immigration protests, crackdowns and policy fights become more common, it can be easy to lose sight of many other issues that impact immigrant communities. This session will cover strategies to spot and report stories beyond immigration enforcement — although we will touch on how to deal with government agencies too. We will talk about building sources who can be reluctant to talk, broadening stories beyond the anecdote, covering immigration issues even if it's not your regular beat or jumping into your first project and reporting enterprise stories if you are a beat immigration reporter.
",Crystal AB,http://ire.org/events-and-training/event/3190/3888/
,Management Track: Why donât you just do what I want? Improving the editor/reporter relationship,2018-06-16,9:00 a.m.,2018-06-16,10:00 a.m.,TBA,,Oceans 2,http://ire.org/events-and-training/event/3190/3893/
,When the system is the abuser: Investigating injustice in child welfare,2018-06-16,9:00 a.m.,2018-06-16,10:00 a.m.,"Karen de Sa, David Jackson, Carol Marbin Miller","Three veteran investigative reporters who've worked the child welfare beat will share with you the methods they've developed to explore systemic problems in the agencies running the foster care system. Carol Marbin Miller will discuss how to investigate the most grievous cases, child deaths. David Jackson will offer guidance on how to get confidential records from professionals whose careers may be at stake. And Karen de Sá will discuss other metrics reporters can use to evaluate child well-being, including mental health treatment and law enforcement intervention for behavior management.
",Oceans 3,http://ire.org/events-and-training/event/3190/3890/
,"Work Better Track: Family life and investigative journalism: It's not a balance, it's a see-saw (Sponsored by Facebook)",2018-06-16,9:00 a.m.,2018-06-16,10:00 a.m.,Megan Luther,"Let's swap ideas and strategies on how to not suck at parenting while investigating. Topics might include parental leave, negotiations, present parenting, business travel and stamina for those long-term investigations.
",See printed schedule for room information,http://ire.org/events-and-training/event/3190/3975/
,How to use data about U.S. terrorism cases (Sponsored by Knight Foundation),2018-06-16,10:15 a.m.,2018-06-16,11:15 a.m.,"Trevor Aaronson, Margot Williams",,Palani,http://ire.org/events-and-training/event/3190/3902/
,Broadcast Show & Tell - Saturday #2 (Sponsored by Napoli Management Group),2018-06-16,10:15 a.m.,2018-06-16,11:15 a.m.,TBA,"Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
",Crystal D,http://ire.org/events-and-training/event/3190/4002/
,Storytelling Track: Immersion: Making the most of a long deadline,2018-06-16,10:15 a.m.,2018-06-16,11:15 a.m.,"Ted Conover, Leon Dash, Maya Rao","When does it make sense to ""immerse"" (and what does that even mean)? What does this approach demand in terms of reporting and of writing? What questions arise in an extended relationship with a source? We'll try to offer some tips on the blessing (and the curse) of a long lead time.
",Oceans 1,http://ire.org/events-and-training/event/3190/3900/
,Broadcast Track: 50 Years of 60 Minutes (Sponsored by National Association of Broadcasters),2018-06-16,10:15 a.m.,2018-06-16,11:15 a.m.,TBA,"Members of the 60 Minutes team reflect on the legacy of the iconic newsmagazine and its future during a time of upheaval in the media landscape.
",Crystal C,http://ire.org/events-and-training/event/3190/3901/
,Finding the story: Immigration,2018-06-16,10:15 a.m.,2018-06-16,11:15 a.m.,Angilee Shah,"There are some 320 million people in the U.S., and 43 million of them were born abroad. About 11 million people are undocumented and over 5.1 million children have at least one undocumented parent. 860,000 people have applied for temporary legal status because they were brought to the U.S. without proper documentation as children. Over 500,000 people are waiting for their cases to be heard in immigration courts. Some 270,000 people in the U.S. came as refugees. On any given day, about 40,000 people are in immigration detention.
The numbers surrounding immigration can be daunting and hard to track down. At this popular session from IRE and CAR, participants walk away with a new data set and ideas for stories to dig into locally. And we'll work together to question numbers about immigration — and talk about what to do when the government is not providing data about its immigration actions.
This session is good for: Anyone. No technical skills are needed for this workshop, though a little bit of comfort with math and some perseverance will help.
",Coral A,http://ire.org/events-and-training/event/3190/3951/
,Technology and Tools Track: Your investigation is done - make it go viral!,2018-06-16,10:15 a.m.,2018-06-16,11:15 a.m.,TBA,,Oceans 3,http://ire.org/events-and-training/event/3190/3898/
,#MeToo U: Sexual assault on campus,2018-06-16,10:15 a.m.,2018-06-16,11:15 a.m.,"Alex Stuckey, Kenny Jacoby, Paula Lavigne","Covering rape and sexual violence at universities comes with a whole range of obstacles, not the least of which is gaining trust of victims. Find out how to get – and vet – reports of sexual assault on college campuses through police reports, data, court cases, school files and other public records at public and private institutions. Get some advice on finding and building trust with sources, especially students, in the uniquely insular campus climate.  
",Oceans 4,http://ire.org/events-and-training/event/3190/3899/
spreadsheets,Public Records Track: Mastering the law to overcome roadblocks to access,2018-06-16,10:15 a.m.,2018-06-16,11:15 a.m.,"Frank LoMonte, Carol Marbin Miller, Miranda Spivack","Journalists persistently report certain recurring access barriers (secretive police withholding documents, quasi-public nonprofits claiming to be ""private"" for FOI purposes, government employees gagged from giving interviews, databases hidden behind proprietary trade-secret software or made prohibitively expensive to duplicate, ""student privacy"" as a blanket excuse for campus opacity), and there are legal responses and strategies to overcome each of these. Mastering the law of access will help journalists tell their best stories and minimize delay and expense in getting the data and documents that make investigations come alive.
",Oceans 2,http://ire.org/events-and-training/event/3190/3881/
,Election & Politics Track: The documents youâre not using to investigate your capitol,2018-06-16,10:15 a.m.,2018-06-16,11:15 a.m.,"Jeremy Finley, Rui Kaneya, Barbara Rodriguez","This session will focus on how to find and scrutinize documents that result in great watchdog stories. From the governor's office to state agencies, you'll learn where to look and what to uncover.
",Crystal E,http://ire.org/events-and-training/event/3190/3897/
,On the beat: Police who cross the line,2018-06-16,10:15 a.m.,2018-06-16,11:15 a.m.,"Maya Lau, Topher Sanders, Lee Zurik, Ben Conarck",,Crystal AB,http://ire.org/events-and-training/event/3190/3896/
,Broadcast Track: Investigating breaking news (Sponsored by National Association of Broadcasters),2018-06-16,11:30 a.m.,2018-06-16,12:30 p.m.,"Tina Macias, Tony Pipitone, Anzio Williams, Tom Winter","Mass shooting, natural disaster, plane or train crash -- learn how urgent investigations can differentiate your reporting and your station's coverage. Hear from a news director and investigative reporters and producers with experience uncovering exclusive content for day-of and after the big breaker.
",Crystal C,http://ire.org/events-and-training/event/3190/3909/
,Broadcast Show & Tell - Saturday #3 (Sponsored by Napoli Management Group),2018-06-16,11:30 a.m.,2018-06-16,12:30 p.m.,TBA,"**Moderated by Mike Schaefer, WVUE-New Orleans
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
",Crystal D,http://ire.org/events-and-training/event/3190/4003/
,Election & Politics Track: Tracking outside spending in elections (Sponsored by Knight Foundation),2018-06-16,11:30 a.m.,2018-06-16,12:30 p.m.,TBA,"Attend this demo to get tips and tricks for learning the source of anonymous political spending ahead of the 2018 midterm elections.
",Palani,http://ire.org/events-and-training/event/3190/3910/
,Aiming for impact and dealing with the fallout,2018-06-16,11:30 a.m.,2018-06-16,12:30 p.m.,"Katrice Hardy, Nigel Jaquiss, R.G. Dunlop","Months of watchdog work ends with compelling journalism, and sometimes also fallout from the subjects the stories are written about or others in your community. In some cases, the reaction means sources you once freely spoke to will no longer talk, or your FOIA requests become waiting games or go unanswered. It can be even more extreme: The subjects of the stories harm themselves or others. How do reporters and editors handle the fallout when the big projects are over? We will discuss tips for both reporters and editors who find themselves in similar situations.
",Crystal E,http://ire.org/events-and-training/event/3190/3904/
,Beyond numbers: Finding characters and stories in data,2018-06-16,11:30 a.m.,2018-06-16,12:30 p.m.,TBA,,Crystal AB,http://ire.org/events-and-training/event/3190/3903/
,Diversity Track: Covering the Muslim community,2018-06-16,11:30 a.m.,2018-06-16,12:30 p.m.,TBA,,Oceans 3,http://ire.org/events-and-training/event/3190/3905/
,"How to have ""the talk"" with your editor (Sponsored by Facebook)",2018-06-16,11:30 a.m.,2018-06-16,12:30 p.m.,Steven Rich,"Great news: there's data out there on nearly every possible subject! Bad news: a lot of it is basically unusable for any number of reasons. It can be difficult to tell your editor that the data doesn't exist or is too poor to use. Let's talk about strategies to help have this conversation in both our newsrooms and in the data journalism community.
",See printed schedule for room information,http://ire.org/events-and-training/event/3190/3969/
command line,Command line tools for reporters,2018-06-16,11:30 a.m.,2018-06-16,12:30 p.m.,AJ Vicens,"Too often in data journalism, we forget about the basics. And it doesn't get any more basic than the command line. Even knowing a little will make your job easier. Mother Jones reporter AJ Vicens will run through some simple commands, dive into working with spreadsheets and show you some handy tools he frequently uses at work.
",Coral A,http://ire.org/events-and-training/event/3190/3953/
,Public Records Track: FOI Jedi moves: Psychological tactics to get public records and increase public support for FOI,2018-06-16,11:30 a.m.,2018-06-16,12:30 p.m.,"David Cuillier, Lindsay Neuberger","Get the upper hand when you're persuading officials to cough up records by using some Jedi mind tricks -- aka psychological tactics based on social science research. This session will cover some tactics to try, along with messaging strategies to increase public support for FOI when writing stories and talking with citizens.
",Oceans 4,http://ire.org/events-and-training/event/3190/3906/
,Management Track: Keeping everything straight: Managing a newsroom-wide investigation,2018-06-16,11:30 a.m.,2018-06-16,12:30 p.m.,TBA,,Oceans 2,http://ire.org/events-and-training/event/3190/3908/
,"Lock it down: Protecting yourself, your data and your sources",2018-06-16,11:30 a.m.,2018-06-16,12:30 p.m.,"Marcus Baram, Alex Harris, Adam Marshall, Paul Myers","This panel will cover tips and tech to keep your data, your sources and your personal information safe in an increasingly digital world. We'll hear from journalists who have dealt with online impersonation and trolling, and cover tips for dealing with these attacks when they occur. We'll also discuss basic threat modeling and how you can use technology like Signal and email encryption to secure your information.
",Oceans 1,http://ire.org/events-and-training/event/3190/3907/
,IRE Awards Luncheon,2018-06-16,12:30 p.m.,2018-06-16,2:30 p.m.,TBA,"A highlight of the IRE conference, the IRE Awards Luncheon begins at 12:30 p.m. in Oceans Ballroom located on the 1st floor of the Renaissance Orlando at SeaWorld. We will present the 2017 IRE Awards and salute some of the best investigative work of the past year, and will hear from keynote speaker Bill Whitaker of CBS News 60 Minutes.
Admission to the luncheon is included with your conference registration. Guest tickets can be purchased here for $60. Guest tickets will be available for pick-up at the IRE sales table at the Renaissance Orlando at SeaWorld beginning Thursday, June 14 at 7:30 a.m.
",Oceans Ballroom,http://ire.org/events-and-training/event/3190/3795/
,Election & Politics Track: Getting the goods on members of Congress without a D.C. bureau,2018-06-16,3:00 p.m.,2018-06-16,4:00 p.m.,TBA,"Learn tricks of the trade from veteran D.C. reporters on the documents, data and other essential information to track your local U.S. representatives and senators -- even if you're not in Washington.
",Oceans 4,http://ire.org/events-and-training/event/3190/3913/
,Backgrounding like a boss: Perfecting your 15-minute background check and why you should do it every time (Sponsored by Knight Foundation),2018-06-16,3:00 p.m.,2018-06-16,4:00 p.m.,Kate Howard,"How are you sure that great source with the perfect quote isn't too good to be true? Even great reporters can get tricked by fake names or sketchy backgrounds. We'll walk through some websites and strategies you can use to create a routine and spot potential red flags before you get burned. This session is great for new reporters or anyone who wants to background people more thoroughly.
 
",Palani,http://ire.org/events-and-training/event/3190/3917/
,Covering the protest line,2018-06-16,3:00 p.m.,2018-06-16,4:00 p.m.,TBA,"This panel will address the ethical, legal and logistical issues of covering protests movements. Journalists who have reported on Ferguson, Black Lives Matter, antifa and white supremacist rallies will share tips for juggling on-the-ground reporting with watchdog coverage. A media lawyer will discuss the current legal climate, safety issues and what to do if you get arrested. You'll leave with a better understanding of how to cover these important issues and story ideas for digging deeper.
",Oceans 2,http://ire.org/events-and-training/event/3190/3915/
,Technology and Tools Track: Bring your investigative reporting to life using animation and comics,2018-06-16,3:00 p.m.,2018-06-16,4:00 p.m.,TBA,"Got court transcripts of a particular riveting moment during a trial or first-hand accounts of abuse in a nursing home? This panel will show you new ways animation and comics can bring documents and important moments of your investigation that happened behind closed doors to life. Comics and animation can also help newsrooms attract a younger audience, who are naturally drawn to visual journalism and love to share exceptional work on social media. We will show how illustrations and motion graphics work and what best practices visual journalists have developed in their newsrooms. We will also tackle ethical pitfalls. And you will learn what you need to do to produce your own illustrations and explainer videos. This session requires no prior knowledge. 
",Oceans 3,http://ire.org/events-and-training/event/3190/3912/
,Digging into data for stories (Saturday & Sunday) *pre-registered attendees only,2018-06-16,3:00 p.m.,2018-06-16,12:30 p.m.,TBA,"Skill level: Beginner
Kickstart your data skills with IRE's original mini-boot camp. This series of hands-on classes will introduce you to spreadsheets with IRE's proven techniques. IRE's experienced trainers will start with the fundamentals of navigating spreadsheets and walk you through sorting, calculating and interviewing data in Microsoft Excel. You'll come away with a solid base for using data analysis in your own newsroom. In addition, we'll provide you with our boot camp materials to help keep you on track long after you leave the conference. Please note attendees are expected to attend both Saturday afternoon and Sunday morning sessions.
Saturday's session will run from 3-5:15 p.m. and Sunday from 9 a.m. - 12:30 p.m.
Preregistration is required and seating is limited. Laptops will be provided for the training.â¨
Workshop prerequisites: There are no prerequisites for this workshop and beginners are welcome. This workshop is good for those wanting to get started analyzing data for stories.
NOTE: Registration is required for this session. Click here to sign up.
",See printed schedule for room information,http://ire.org/events-and-training/event/3190/3787/
python,Intro to Python 1,2018-06-16,3:00 p.m.,2018-06-16,4:00 p.m.,Sandra Fish,"Python is a great language for journalists who want to analyze data, scrape websites and create web apps. It's great for documenting and easily replicating your analyses. Get your toes wet in this class as we explore some Python basics.
This session is good for: Anyone with a willingness to learn despite the inevitable errors you'll make!
",Coral A,http://ire.org/events-and-training/event/3190/3955/
,On the beat: Stories hidden in the courts,2018-06-16,3:00 p.m.,2018-06-16,4:00 p.m.,"Reade Levinson, Jenifer McKim, Charles Maldonado",,Oceans 1,http://ire.org/events-and-training/event/3190/3914/
,Work Better Track: The juggling act: Balancing beat reporting with investigative work,2018-06-16,3:00 p.m.,2018-06-16,4:00 p.m.,TBA,"We'll try to answer the age-old question beat reporters have been asking since the beginning of time: How do you balance doing daily work with pursuing investigative work? We'll offer tips on how you can excel at both speeds. Topics include: using quick-turns and dailies to fuel your bigger projects, techniques for ensuring you won't get beat on competitive stories, using the news cycle to propel your investigation, and managing your editors and (more importantly) yourself.
",Crystal AB,http://ire.org/events-and-training/event/3190/3911/
,Broadcast Track: Deep dive 3 (Sponsored by National Association of Broadcasters),2018-06-16,3:00 p.m.,2018-06-16,4:00 p.m.,TBA,"A deep dive into how some of the biggest stories of the year came to fruition
",Crystal C,http://ire.org/events-and-training/event/3190/3916/
,Educators' roundtable (Sponsored by Facebook),2018-06-16,3:00 p.m.,2018-06-16,4:00 p.m.,TBA,,See printed schedule for room information,http://ire.org/events-and-training/event/3190/3980/
,Diversity Track: What does federal policy really mean for communities of color?,2018-06-16,4:15 p.m.,2018-06-16,5:15 p.m.,TBA,,Oceans 2,http://ire.org/events-and-training/event/3190/3923/
,Meet you at the bar: Sourcing while female,2018-06-16,4:15 p.m.,2018-06-16,5:15 p.m.,"Alanna Autler, Maud Beelman, Perla Trevizo, Bethany Barnes","Tales of male journalists' heroics dominate Hollywood. Now hear the untold stories of how female journalists hold power to account. Behind the scenes with experienced female journalists about how they get scoops, convince people to spill their guts and navigate instances where sources cross the line. Men in the newsroom especially welcome — learn how your colleagues get on page one.
",Crystal E,http://ire.org/events-and-training/event/3190/3919/
,Criminal justice and mental health issues,2018-06-16,4:15 p.m.,2018-06-16,5:15 p.m.,"Gary Harki, Meg Kissinger, Jessica Priest","There are thousands of jails across the country, and all of them are dealing with a mental health crisis. The National Alliance on Mental Illness estimates about 2 million mentally ill people are booked into jails every year. Sheriffs from Florida to Oregon will tell you that they've got people locked up for low-level offenses because there's nowhere else to put them. It's straining local budgets and leading to deaths. But how to report on it? Jails are some of the most opaque institutions in the country, and even when sheriffs and superintendents will talk, the story they have to tell is complex and weaves together criminal justice, social services, politics and science. Reporters who have investigated abuses and deaths of the mentally ill in jails will discuss how to report on and explain this complex problem to readers.
",Oceans 3,http://ire.org/events-and-training/event/3190/3920/
,Broadcast Show & Tell - Saturday #4 (Sponsored by Napoli Management Group),2018-06-16,4:15 p.m.,2018-06-16,5:15 p.m.,TBA,"**Moderated by Greg Phillips, WMC-Memphis
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 15 minutes.
Sign-ups open June 4, and additional slots will become available the afternoon of June 13. 
",Crystal D,http://ire.org/events-and-training/event/3190/4004/
,How pros can help reinvent college media (Sponsored by Facebook),2018-06-16,4:15 p.m.,2018-06-16,5:15 p.m.,TBA,"The campus newsrooms that birthed so many of today's top investigative journalists are imperiled by economic, readership and governance troubles. Alumni can help embattled student editors build stronger, more sustainable publications and grow their audience. Let's brainstorm about solutions. 
",See printed schedule for room information,http://ire.org/events-and-training/event/3190/3989/
python,Intro to Python 2,2018-06-16,4:15 p.m.,2018-06-16,5:15 p.m.,Alex Richards,"This session will cover some of the ways basic programming in Python can collect data for stories from the web and generally speed up your reporting. We will cover fundamental concepts you need to know and tackle a small, practical project.
This session is good for: People who understand some Python basics and want to take that knowledge a little further.
",Coral A,http://ire.org/events-and-training/event/3190/3956/
,Early career Q&A,2018-06-16,4:15 p.m.,2018-06-16,5:15 p.m.,TBA,,Oceans 1,http://ire.org/events-and-training/event/3190/3922/
,How to find secrets and story ideas in bankruptcy court records (Sponsored by Knight Foundation),2018-06-16,4:15 p.m.,2018-06-16,5:15 p.m.,Katy Stech Ferek,"Expand your reporting into bankruptcy court filings, where journalists can uncover how businesses and people ended up in financial trouble, key details like a bankrupt person's salary or monthly mortgage payment amount and sources who can help round out a story's truths. Learn which PACER imitator websites work best for following unfolding cases, finding story ideas or digging up otherwise secret information, such as legal settlements or vendor contracts.
",Palani,http://ire.org/events-and-training/event/3190/3925/
,Finding fraud on your beat (Sponsored by Bloomberg),2018-06-16,4:15 p.m.,2018-06-16,5:15 p.m.,"Roddy Boyd, David Cay Johnston, Angie Moreschi","Learn how to think like a corporate fraud investigator. What documents do you need to find? What are some red flags in them? And what might just be a red herring? This panel will walk you through the process to find fraud in the public or private sectors.
",Oceans 4,http://ire.org/events-and-training/event/3190/3862/
,Diversity & Management Tracks: Diversity that makes a difference,2018-06-16,4:15 p.m.,2018-06-16,5:15 p.m.,TBA,,Crystal AB,http://ire.org/events-and-training/event/3190/3918/
,IRE Membership Meeting,2018-06-16,5:30 p.m.,2018-06-16,6:00 p.m.,TBA,"Doug Haddix, IRE's Executive Director, will hold a membership meeting for all IRE members at 5:30 p.m. in Oceans 9-12, located on the 1st floor of the Renaissance Orlando at SeaWorld. 
",Oceans 9-12,http://ire.org/events-and-training/event/3190/3796/
,Board of director/contest committee voting ends,2018-06-16,6:00 p.m.,2018-06-16,6:00 p.m.,TBA,,See printed schedule for room information,http://ire.org/events-and-training/event/3190/3797/
,Announcement of election results for IRE Board of Directors and Contest Committee,2018-06-16,6:15 p.m.,2018-06-16,6:15 p.m.,TBA,,Oceans 9-12,http://ire.org/events-and-training/event/3190/3798/
,Closing reception,2018-06-16,6:30 p.m.,2018-06-16,8:00 p.m.,TBA,"Join us for a closing reception beginning at 6:30 p.m. in the Atrium located on the 1st floor of the Renaissance Orlando at SeaWorld and enjoy one last evening of catching up with old and new friends, speakers and colleagues.   
Hors d' oeuvres and a cash bar will be available. Conference nametags are required for entry.
",Atrium,http://ire.org/events-and-training/event/3190/3799/
,"Investigating offshore finances, even when you donât have a leak",2018-06-17,9:00 a.m.,2018-06-17,10:00 a.m.,"Sasha Chavkin, Rawan Aldamen, Spencer Woodman","In this panel, reporters who broke the Paradise Papers stories will give away their biggest secret: you don't need a large leak to effectively investigate the offshore world. We'll walk you through our methods of sifting through publicly available information to investigate the offshore world including tips on how to look for offshore stories and how to navigate publicly available foreign corporate registries. Plus, we'll show you how to trace ownership and financial flows in offshore structures and pull and analyze publicly accessible portions of nonprofit tax filings.
",Oceans 4,http://ire.org/events-and-training/event/3190/3930/
,Work Better Track: The life-changing magic of getting organized (Sponsored by Knight Foundation),2018-06-17,9:00 a.m.,2018-06-17,10:00 a.m.,"Sarah Hutchins, Taylor Blatchford","Is your desk so cluttered with papers, notes and files that you can't see the top? Do you have trouble finding that perfect quote in a document somewhere on your computer? Do you start an investigation with ambitious plans for organization, only to promptly abandon them a few weeks in? This demo is for you! We'll showcase our favorite old-school and new-school tools for taking notes and staying organized. Come prepared to share your favorite techniques and pick up a few new ones, too.
",Crystal AB,http://ire.org/events-and-training/event/3190/3927/
python,Web scraping with Python,2018-06-17,9:00 a.m.,2018-06-17,10:00 a.m.,Matt Wynn,"Need a spreadsheet but the information only exists on a web page? Learn how to scrape the data and build it yourself. This intro-level class will show you how to use the programming language Python to scrape simple web pages. We'll introduce you to the command line and show you how to write enough code to fetch, parse and analyze content from the web.
This session is good for: Programming beginners. Some basic familiarity with HTML is helpful but not required.
",Coral A,http://ire.org/events-and-training/event/3190/3957/
,Using solutions journalism to make your investigations stronger,2018-06-17,9:00 a.m.,2018-06-17,10:00 a.m.,TBA,"What's more powerful than a great investigation? A great investigation that also takes away excuses — by showing how others are doing better. A solutions component can add big impact and engagement to an investigative series. 
In this panel, investigative reporters will show how they bolstered their investigations of local wrongdoing by adding stories about other places doing better. And they'll teach techniques for writing solutions stories with the same rigor and heft as the rest of the series.
",Oceans 3,http://ire.org/events-and-training/event/3190/3926/
spreadsheets,Getting data into Excel,2018-06-17,9:00 a.m.,2018-06-17,10:00 a.m.,Lauryn Schroeder,,Coral C,http://ire.org/events-and-training/event/3190/3958/
,Investigating housing,2018-06-17,10:15 a.m.,2018-06-17,11:15 a.m.,TBA,,Oceans 3,http://ire.org/events-and-training/event/3190/3928/
,Reporting on energy and the environment: Finding the narrative in the numbers,2018-06-17,10:15 a.m.,2018-06-17,11:15 a.m.,"Carolyn Jarvis, Mike Soraghan, Madison Hopkins","From industrial spills to the oversight of nuclear plants, to pipelines and fracking – learn how to dig deep on environmental and energy investigations in your part of the country. Panelists will cover how to get the data, how to translate that into a compelling story and how to get results. There will be take-home tips for broadcasters and print/online journalists alike on ways to humanize and visualize seemingly dry stories about science and industry and drive impact.
",Oceans 4,http://ire.org/events-and-training/event/3190/3929/
spreadsheets,Excel 2: Using formulas for stories (repeat),2018-06-17,10:15 a.m.,2018-06-17,11:15 a.m.,Aimee Edmondson,"Much of Excel's power comes in the form of formulas. In this class, you'll learn how to use them to analyze data with the eye of a journalist. Yes, math will be involved, but it's totally worth it! This class will show you how calculations like change, percent change, rates and ratios can beef up your reporting.
This session is good for: Anyone who is comfortable navigating Excel.
",Coral C,http://ire.org/events-and-training/event/3190/3960/
,Intermediate PDF: Using OCR to extract data from PDFs,2018-06-17,10:15 a.m.,2018-06-17,11:15 a.m.,Miguel Barbosa,"This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. Participants will be introduced to basic concepts and walked-through tackling common challenges encountered with tricky PDF documents.
This session is good for: People who are familiar with PDF to text tools and would like to learn how optical character recognition (OCR) tools can be used for extracting difficult text from images embedded in PDF document.
",Coral A,http://ire.org/events-and-training/event/3190/3959/
,Hidden gems in international data (Sponsored by Knight Foundation),2018-06-17,10:15 a.m.,2018-06-17,11:15 a.m.,John Bones,,Crystal AB,http://ire.org/events-and-training/event/3190/3987/
,Year in international investigations,2018-06-17,11:30 a.m.,2018-06-17,12:30 p.m.,"Guilherme Amado, David Kaplan, Majdolin Hasan",,Oceans 4,http://ire.org/events-and-training/event/3190/3981/
