Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
>>>>>>> origin
databases,SQL 1: Exploring data,2018-03-08,2:15 p.m.,2018-03-08,3:15 p.m.,Helena Bengtsson,"Learning to manipulate data is a bit like learning a new language. Actually, it is a language, called structured query language (SQL). This session is an introduction to using SQL to zero in on your data by viewing slices and chunks of it and putting it into a useful order so you can spot the stuff you need to get started toward a story. We'll use SQLite and DB Browser, a free database manager.
This session is good for: People with some experience working with data in columns and rows, in spreadsheets or database managers.
",Michigan/Michigan St,http://ire.org/events-and-training/event/3189/3620/
,Finding hidden stories in hidden communities (Diversity Track),2018-03-08,2:15 p.m.,2018-03-08,3:15 p.m.,"Mary Hudetz, Sarah Cohen, Robert Schoeffel, Bernice Yeung","Don't settle for “it can't be done.” Although some undercovered communities might seem a mystery, they don't have to remain that way. This session will discuss how to find and cover hard-to-reach communities such as Native Americans, immigrants and people living in fear of racism and hate. 
",Addison,http://ire.org/events-and-training/event/3189/3559/
<<<<<<< HEAD
,What the worst user interface ever can teach you about design (Hosted by the Society for News Design) (Design Track),2018-03-08,2:15 p.m.,2018-03-08,3:15 p.m.,Sarah Slobin,"You understand the data. You've wrangled the map. You know what the story is. Where does information design come into that process? Design is logic, but like anything else, if no one explains it to you it can be a complete mystery. 
Just like learning a few key words when you travel to another country, there are a few design principles that can help you think about how to present your data or how to tighten your design for your reader. In this reprise of her popular talk from NICAR17, Sarah Slobin from Quartz will look at the worst design ever and share some ways to look at a user interface. Once you know them these ways of LOOKING, you'll never be able to unsee them.
*Please note: You must bring your own laptop to participate in this class.
",Grace,http://ire.org/events-and-training/event/3189/3681/
,Building happy cross-functional teams,2018-03-08,2:15 p.m.,2018-03-08,3:15 p.m.,"Becca Aaronson, Joe Germuska, Emily Ingram","As more newsrooms adopt a product mindset, the culture clash between traditional editorial workflows and Agile development processes often comes to a head. Learn how tech-forward newsrooms are building cross-functional teams and the lessons they've learned along the way.
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3539/
,Conversation: Recycle dataviz: Invest time in elements you can reuse or update quickly,2018-03-08,2:15 p.m.,2018-03-08,3:15 p.m.,"Jayme Fraser, Kai Teoh, Rachel Alexander","Ideas for maps, charts and databases that you can build once but use often: school test scores, unemployment rates, building permits, highway deaths, public salaries, calculators showing the effect of tax bill proposals, etc. These can be daily stories you have to write every year, a recurring topic you want to highlight or a standalone accountability page. This discussion is open to all skill levels and job descriptions, especially ""lonely coders"" who feel like it's tough to find time for this kind of work. Let's come up with ideas that have a long-term life rather than disappearing once the story is done.
",Halsted,http://ire.org/events-and-training/event/3189/3683/
spreadsheets,Mapping in Excel with ArcGIS maps for Office,2018-03-08,2:15 p.m.,2018-03-08,3:15 p.m.,"Robby Deming, Chris Vaillancourt","Charts and graphs are a great way to start to tell your story, but what happens when you want to go further? With ArcGIS Maps for Office, you can create maps, perform analysis and gain new understanding without ever leaving Excel. Come to this session to learn how you can visualize your data in new ways that will capture your audience's attention. 
With this session you will get hands-on experience with ArcGIS Maps for Office and complimentary access to ArcGIS Pro, ArcGIS Online and ArcGIS Maps for Office so you can continue your visualization journey long after you leave the conference.
",Sheffield,http://ire.org/events-and-training/event/3189/3655/
javascript,JavaScript 2: Hello D3!,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,Ashlyn Still,"We'll cover the basics of getting started with D3, even if you've never used it before. Then we'll take several real datasets and use them to create a few basic charts.
This session is good for: People with a basic grasp of JavaScript syntax who are interested in building data visualizations for the web.
",Lincolnshire,http://ire.org/events-and-training/event/3189/3635/
,Getting started with StoryMap,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,Zach Wise,"This demo will teach storytellers some best practices for telling stories that have a strong location context. StoryMap is not limited to map tiles, we will go over how to use gigapixel images instead of a typical map and also how to use your own custom maps. 
",Clark,http://ire.org/events-and-training/event/3189/3605/
,Security tools for journalists (Security Track),2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,J.M. Porup,"This hands-on class aims to teach journalists with any knowledge base how to identify their unique threat model and develop a security protocol — regarding secure communication, data storage, and browsing — accordingly. From addressing low-hanging fruit to mitigating sophisticated threats, the tools discussed in this session will introduce journalists to essential concepts in digital security and privacy.
This session is good for: Anyone interested in securing their devices. Bring your own laptop and phone to the workshop.
This session was planned in collaboration with the Freedom of the Press Foundation.
",Grace,http://ire.org/events-and-training/event/3189/3676/
=======
javascript,JavaScript 2: Hello D3!,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,Ashlyn Still,"We'll cover the basics of getting started with D3, even if you've never used it before. Then we'll take several real datasets and use them to create a few basic charts.
This session is good for: People with a basic grasp of JavaScript syntax who are interested in building data visualizations for the web.
",Lincolnshire,http://ire.org/events-and-training/event/3189/3635/
maps,QGIS 1: Importing and displaying geographic data,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,"Christine Jeavans, John Walton","Not all datasets need to be mapped, but some do! This mapping class is perfect for beginners looking to learn the basics of visualizing geographic data. We'll go over how to find publicly available data, prepare it for mapping, join datasets and use the open-source mapping software, QGIS.
This session is good for: People who have geographic data in a spreadsheet or file that they would like to plot on a map.
",Sheffield,http://ire.org/events-and-training/event/3189/3617/
,Data visualization in the upside down (Sponsored by Mapbox),2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,"Martin Stabe, Kennedy Elliott, Daniele Palumbo, Armand Emamdjomeh","Does north always have to be at the top of maps? Do timelines always have to run left-to-right? Spurred by the needs of responsive design, many newsrooms have been experimenting with unconventional orientations for data visualizations. This panel will explore how standards and conventions are just standards and conventions, when and why to break them — and when not to.
",Addison,http://ire.org/events-and-training/event/3189/3567/
,Investigating hate when the data isnât there (Diversity Track),2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,"Duaa Eldeib, Melissa Lewis, Ken Schwencke, Nadine Sebai","How can we report on victims of bias-motived crimes when half of them don't report the crimes to police, and when they do, police frequently fail to mark them down as such? Come listen to how we've done it (or tried to).
",Grand Ballroom II,http://ire.org/events-and-training/event/3189/3560/
python,Python 2: Intro to data analysis using Pandas,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,Fedor Zarkhin,"Imagine rolling Excel and MySQL into one tool that also allows you to track your code and share it. That's Pandas in a nutshell. There's a lot more you can do with it, of course, but this will be a good start. We'll learn how to slice and dice our data and extract basic stats. Specifically, we'll cover loading the data, filtering, sorting, joining and grouping data. 
This class is good for: People who are comfortable with Excel and are familiar with the basics of SQL and Python.
",Indiana/Iowa,http://ire.org/events-and-training/event/3189/3627/
statistics,Stats 2: Linear regression,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,Jeff Kelly Lowenstein,"Go beyond counting and sorting. Learn how (and when) to measure relationships, level playing fields and make predictions.
This session is good for: People who took “Stats 1: An introduction” and want to know how to apply what they learned, or are comfortable with summary statistics and PSPP or SPSS and new to stats. Familiarity with spreadsheets and database managers is recommended.
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3623/
,Beyond the numbers: Turn data into characters in your story,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,"Michael Berens, Louise Kiernan","Hear from two master storytellers about their proven approaches to finding real people in data and developing them into powerful characters. They'll provide tips on how to find certain types of characters in a data-driven enterprise story and advice on what you need to gather to bring those characters to life in print and online.
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3556/
databases,SQL 2: Grouping and summing data,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,Ron Nixon,"If you know how to write a basic SELECT statement in SQL but are looking to make calculations, then this is the session for you. Learn to count how many times certain records appear in a database, and sum totals across records. These skills can come in handy whether you're covering campaign finance or boating licenses. We'll use SQLite and DB Browser, a free database manager.
This session will be most useful if: You took “SQL 1: Exploring data” or are familiar with “SELECT” and “WHERE” statements in SQL.
",Michigan/Michigan St,http://ire.org/events-and-training/event/3189/3621/
,What the worst user interface ever can teach you about design (Hosted by the Society for News Design) (Design Track),2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,Sarah Slobin,"You understand the data. You've wrangled the map. You know what the story is. Where does information design come into that process? Design is logic, but like anything else, if no one explains it to you it can be a complete mystery. 
Just like learning a few key words when you travel to another country, there are a few design principles that can help you think about how to present your data or how to tighten your design for your reader. In this reprise of her popular talk from NICAR17, Sarah Slobin from Quartz will look at the worst design ever and share some ways to look at a user interface. Once you know them these ways of LOOKING, you'll never be able to unsee them.
*Please note: You must bring your own laptop to participate in this class.
",Grace,http://ire.org/events-and-training/event/3189/3681/
,Getting started with StoryMap,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,Zach Wise,"This demo will teach storytellers some best practices for telling stories that have a strong location context. StoryMap is not limited to map tiles, we will go over how to use gigapixel images instead of a typical map and also how to use your own custom maps. 
",Clark,http://ire.org/events-and-training/event/3189/3605/
>>>>>>> origin
tableau,Overview of data journalism curriculum for universities (Hosted by Tableau),2018-03-08,3:30 p.m.,2018-03-08,5:00 p.m.,Cheryl Phillips,"Do you want to start teaching data journalism to university students or do you want to take your current program to a new level? Could your newsroom benefit from helpful tutorials and example files? With the current climate of news, journalistic integrity is more important than ever. Telling stories with data is an effective way to ensure the facts are being shown in a compelling way. Visual analytics bring complex stories to life for readers – a skill the next generation of journalists must be prepared for.
Join this session to learn more about:
•The importance of teaching aspiring journalists data literacy
•The new Introduction to Data Journalism course curriculum, including learning objectives and module components
•A hands-on walk through of the content and examples
•The process for accessing the ready-make materials
Some experience with Tableau Public is recommended. Taking one of the earlier Tableau sessions should suffice. Laptops will be provided. This is a free training, however you must be registered for the CAR Conference to attend this class.  Limited seats are available.  There may be a few seats available on-site.
",Great America,http://ire.org/events-and-training/event/3189/3495/
<<<<<<< HEAD
statistics,Stats 2: Linear regression,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,Jeff Kelly Lowenstein,"Go beyond counting and sorting. Learn how (and when) to measure relationships, level playing fields and make predictions.
This session is good for: People who took “Stats 1: An introduction” and want to know how to apply what they learned, or are comfortable with summary statistics and PSPP or SPSS and new to stats. Familiarity with spreadsheets and database managers is recommended.
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3623/
python,Python 2: Intro to data analysis using Pandas,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,Fedor Zarkhin,"Imagine rolling Excel and MySQL into one tool that also allows you to track your code and share it. That's Pandas in a nutshell. There's a lot more you can do with it, of course, but this will be a good start. We'll learn how to slice and dice our data and extract basic stats. Specifically, we'll cover loading the data, filtering, sorting, joining and grouping data. 
This class is good for: People who are comfortable with Excel and are familiar with the basics of SQL and Python.
",Indiana/Iowa,http://ire.org/events-and-training/event/3189/3627/
databases,SQL 2: Grouping and summing data,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,Ron Nixon,"If you know how to write a basic SELECT statement in SQL but are looking to make calculations, then this is the session for you. Learn to count how many times certain records appear in a database, and sum totals across records. These skills can come in handy whether you're covering campaign finance or boating licenses. We'll use SQLite and DB Browser, a free database manager.
This session will be most useful if: You took “SQL 1: Exploring data” or are familiar with “SELECT” and “WHERE” statements in SQL.
",Michigan/Michigan St,http://ire.org/events-and-training/event/3189/3621/
,Wielding data to investigate police misconduct,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,"Gina Kaufman, MaryJo Webster, Philip Stinson, Andrew Fan","Learn how to harness data to uncover police misconduct — both on and off the job — in your community, and how to investigate whether the regulatory policies and organizations meant to stop bad behavior are actually working. Panelists will share their experiences fighting for data and building their own databases to watchdog law enforcement, and provide tips for you to do similar work in your community.
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3582/
maps,QGIS 1: Importing and displaying geographic data,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,"Christine Jeavans, John Walton","Not all datasets need to be mapped, but some do! This mapping class is perfect for beginners looking to learn the basics of visualizing geographic data. We'll go over how to find publicly available data, prepare it for mapping, join datasets and use the open-source mapping software, QGIS.
This session is good for: People who have geographic data in a spreadsheet or file that they would like to plot on a map.
",Sheffield,http://ire.org/events-and-training/event/3189/3617/
,Conversation: Women in the newsroom (Diversity Track),2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,Disha Raychaudhuri,"This session will be an off-the-record discussion about being a woman in the newsroom. Some topics we'll bring up will include: Why is it that most of the people graduating from J-Schools are women yet newsrooms are still male-dominated? Why are women less likely to get promoted and feel way more undervalued in their work? Also, why newsrooms are so behind in having decent maternity policies?
",Halsted,http://ire.org/events-and-training/event/3189/3723/
,Data visualization in the upside down (Sponsored by Mapbox),2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,"Martin Stabe, Kennedy Elliott, Daniele Palumbo, Armand Emamdjomeh","Does north always have to be at the top of maps? Do timelines always have to run left-to-right? Spurred by the needs of responsive design, many newsrooms have been experimenting with unconventional orientations for data visualizations. This panel will explore how standards and conventions are just standards and conventions, when and why to break them — and when not to.
",Addison,http://ire.org/events-and-training/event/3189/3567/
,Investigating hate when the data isnât there (Diversity Track),2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,"Duaa Eldeib, Melissa Lewis, Ken Schwencke, Nadine Sebai","How can we report on victims of bias-motived crimes when half of them don't report the crimes to police, and when they do, police frequently fail to mark them down as such? Come listen to how we've done it (or tried to).
",Grand Ballroom II,http://ire.org/events-and-training/event/3189/3560/
,Beyond the numbers: Turn data into characters in your story,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,"Michael Berens, Louise Kiernan","Hear from two master storytellers about their proven approaches to finding real people in data and developing them into powerful characters. They'll provide tips on how to find certain types of characters in a data-driven enterprise story and advice on what you need to gather to bring those characters to life in print and online.
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3556/
,All charts lie. Some lie more than others,2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,Alberto Cairo,"Most journalists and the public believe that charts, graphs, maps and infographics are “intuitive,” “easy to understand” and perfect for a time when “nobody reads anymore.” They also buy into clichés such as “a picture is worth a thousand words.” This talk will dispel all these myths and, in the process, provide some guidance on how to design better visualizations that tell a more accurate story.
",Grand Ballroom II,http://ire.org/events-and-training/event/3189/3541/
statistics,Stats 3: Logistic regression (in PSPP),2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,John Perry,"Linear regression helps you find relationships between two or more variables, but when an outcome has only two possibilities, you need a different tool. That, my friends, is where logistic regression comes in.
This session will be taught in PSPP and is good for: People who took “Stats: An introduction” or are comfortable with summary statistics and PSPP or SPSS. Familiarity with spreadsheets and database managers is recommended.
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3705/
,"Conversation: More bibles, fewer priests: Tools for running self-managing teams",2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,Brian Boyer,"A lot of managers see themselves at the center of the team's universe — the lynchpin, making the decisions every day. And that's a great way to burn out, stifle the growth of your teammates and totally avoid thinking about the important stuff, like the future. So, forget that! Let's talk about the tools and techniques you can use to make yourself non-essential. (This session is also good for non-managers who have bosses that are making poor choices.)
",Halsted,http://ire.org/events-and-training/event/3189/3686/
,Getting started with machine learning for reporting,2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,"Peter Aldhous, Chase Davis, Rachel Shorey, Anthony Pesce","Many tasks in investigative journalism boil down to classification problems. Is my police department cooking its crime stats by assigning incident reports to the wrong categories? Of the thousands of planes in the air each day, which ones might be involved in government surveillance? How can we identify political ads on Facebook? 
Drawing on examples including the LA Times' investigation into the misclassification of violent crimes by the LAPD, BuzzFeed News' identification of spy planes operating in U.S. airspace, and ProPublica's tracking of political ads on Facebook, we'll consider practical questions like: I'm not a data scientist, I'm a reporter. What's in it for me? What type of story or reporting task can machine learning help with? When is machine learning *not* the answer? Which algorithm should I choose? How can I structure my data to give the algorithm more to work with?
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3551/
maps,QGIS 2: Building your first map,2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,Alexandra Kanik,"Dive even deeper into data mapping in this continuation of QGIS 1. This class will cover joining data tables to maps, aggregating point data for easier analysis and preparing geographic data for display online. It is strongly recommended that you take QGIS I immediately preceding this session, but it is not a strict requirement.
This session is good for: People who have taken QGIS 1: Importing and displaying geographic data, or are already familiar with the basics of QGIS.
",Sheffield,http://ire.org/events-and-training/event/3189/3618/
databases,SQL 3: Joining tables,2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,Elizabeth Lucas,"Learn how to join tables, matching information from one file to another. We'll use SQLite and DB Browser, a free database manager.
This session is good for: People who are familiar with counting, summing or “GROUP BY” in SQL and want to add another tool to their SQL skill set.
",Michigan/Michigan St,http://ire.org/events-and-training/event/3189/3622/
python,Python 3: Data cleaning and visualization with Pandas and Matplotlib,2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,Andrea Suozzo,"Now that you've got a handle on Pandas, it's time to jump into some advanced topics. You know how to import a dataset, but what happens when you load the data and nothing looks right? We'll walk through cleaning up a dirty dataset with Pandas. Then we'll jump into the fun part: visualizing the data you've analyzed with Matplotlib.
This session is good for: People who can load and perform basic summary and grouping functions in Pandas.
",Indiana/Iowa,http://ire.org/events-and-training/event/3189/3628/
,Datakit: A toolkit for data projects,2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,"Angeliki Kastanis, Serdar Tumgoren","This session will provide an overview of Datakit, a tool built by The Associated Press to manage the lifecycle of data projects. We'll cover how we use Datakit to bootstrap project code, share work with colleagues and publish data projects. Attendees will have a chance to try the tool themselves and will learn how to customize Datakit for their own projects or strip it down for parts.
",Clark,http://ire.org/events-and-training/event/3189/3603/
,Early career straight-talk: A Q&A on all things jobs and internships,2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,"Madi Alexander, Aditi Bhandari","Get honest advice and input from journalists who once had the same questions you have now. We're planning small, mentor-led group discussions on international work, graduate school and fellowships, networking and more. This session is geared toward early-career journalists and students, though anyone of any career level is welcome.
",Addison,http://ire.org/events-and-training/event/3189/3535/
javascript,"JavaScript 3: Easy, breezy, beautiful D3 maps",2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,"Carla Astudillo, Erin Petenko","Learn how to create an easy D3 map by getting shapefiles ready into nice, reusable TopoJSON, making it into a nice map and connecting it to your data. You can then have these maps ready for future use by just switching out a few variables.
This session is good for: People who have a basic grasp of JavaScript syntax and have been exposed to the D3 library at some point.
",Lincolnshire,http://ire.org/events-and-training/event/3189/3636/
,Build a chat bot,2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,Emily Withrow,"Learn how to build a chat bot from Emily Withrow, who has been writing, designing and building bots in the Quartz Bot Studio for the past year. She'll show you how to plan your bot, write the interaction model in RiveScript, power the bot with Dexter and get it working in Facebook Messenger or other platforms. 
*Please note: You must bring your own laptop to participate in this class.
This session is good for: Anyone. No previous programming experience necessary.
",Grace,http://ire.org/events-and-training/event/3189/3657/
,Welcome reception,2018-03-08,6:00 p.m.,2018-03-08,7:00 p.m.,TBA,"Kick off the conference with a welcome reception on Thursday night beginning at 6 p.m. Meet up with friends you have not seen since last year and welcome new attendees. Each attendee will receive one drink ticket for beer, wine, soda or bottled water.
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3716/
,IRE Mentoring Program networking breakfast (Sponsored by Donald W. Reynolds Journalism Institute & IRE) **invitation-only event,2018-03-09,7:30 a.m.,2018-03-09,8:45 a.m.,TBA,,Kane/McHenry,http://ire.org/events-and-training/event/3189/3770/
,CAR Conference Sales (Friday),2018-03-09,8:00 a.m.,2018-03-09,5:00 p.m.,TBA,"Stop by the CAR Conference sales table and browse our merchandise, including the IRE bookstore's most popular titles and shirts with the winning design from the T-shirt contest.
",7th Floor Foyer,http://ire.org/events-and-training/event/3189/3763/
,CAR Conference Registration (Friday),2018-03-09,8:00 a.m.,2018-03-09,5:00 p.m.,TBA,"CAR Conference registration will be located on the 7th Floor of the Chicago Marriott Downtown Mag Mile. 
",7th Floor Registration,http://ire.org/events-and-training/event/3189/3759/
,Building and telling a bulletproof data story,2018-03-09,9:00 a.m.,2018-03-09,10:00 a.m.,"Sandhya Kambhampati, Tisha Thompson,","Whether you're the lone data-cruncher in your organization or the manager of a big-time newsroom, we're going to share techniques everyone can use to ensure they've got bulletproof data. We will first go over questions everyone should ask to avoid dangerous mistakes and assumptions, and then give tips on how to incorporate that data into a compelling story.
",Grand Ballroom II,http://ire.org/events-and-training/event/3189/3540/
spreadsheets,Beyond 1M rows: Using and joining large datasets in Excel,2018-03-09,9:00 a.m.,2018-03-09,10:00 a.m.,"Leo Zhao, Callie Neylan, Joseph Chirilov","The old restriction of 1 million rows in Excel no longer applies. Get and Transform in Office 2016 allows you to connect to large data sources, query them and even merge tables straight from your spreadsheet. We will be looking at visualizing this data in Excel with Pivot Charts.
",Indiana/Iowa,http://ire.org/events-and-training/event/3189/3663/
,Securing data and communications (Security Track),2018-03-09,9:00 a.m.,2018-03-09,10:00 a.m.,"Camille Fassett, Martin Shelton, Jorge Luis Sierra","Are your sources' identities at risk? Are you handling sensitive information? Do you need to protect your data from digital espionage? Do you need to encrypt your communication with editors and sources? Are you under technical attack? This session will introduce you to a digital security toolbox that can help you store, send and receive sensitive information. 
This session was planned in collaboration with the Freedom of the Press Foundation.
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3526/
,Conversation: Journalists of color in the newsroom (Diversity Track),2018-03-09,9:00 a.m.,2018-03-09,10:00 a.m.,Disha Raychaudhuri,"Join an honest, off-the-record discussion on the challenges of being a journalist of color in newsrooms, which are mostly dominated by white people. And how can we, as JOCs, try to fix it from the inside?
",Halsted,http://ire.org/events-and-training/event/3189/3724/
,Wagging the dog: Using campaign finance data to cover the midterm elections (Election/Politics Track),2018-03-09,9:00 a.m.,2018-03-09,10:00 a.m.,"Denise Roth Barber, Christopher Schnaars, Ken Schwencke","The 2018 midterm elections are shaping up to be epic battles at the national and state levels. Learn how to search and analyze state and national campaign finance data, follow money trails and develop stories that go beyond the numbers.
",Addison,http://ire.org/events-and-training/event/3189/3568/
python,Python 1: The fundamentals (repeat session),2018-03-09,9:00 a.m.,2018-03-09,10:00 a.m.,Michelle Minkoff,"An introduction to the Python programming language for absolute beginners. This class will cover basic fundamentals and syntax to prepare you for more advanced classes with a focus on data processing and analysis.
This session is good for: People who are comfortable working with data in spreadsheets or database managers and want to make the leap to programming.
",Purdue/Wisconsin,http://ire.org/events-and-training/event/3189/3706/
,Unleash the data: Tools and tricks for taming PDFs (repeat session),2018-03-09,9:00 a.m.,2018-03-09,10:00 a.m.,Kevin Crowe,"This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. Participants will be introduced to basic concepts and walked through tackling common challenges encountered with tricky PDF documents.
This session is good for: People who are unfamiliar with PDF-to-text tools or would like to learn how these tools can be used for extracting difficult text from images embedded in a PDF document.
",Michigan/Michigan St,http://ire.org/events-and-training/event/3189/3701/
,How to find reporting leads and publishable facts in text data you already have,2018-03-09,9:00 a.m.,2018-03-09,10:00 a.m.,"Jeff Ernsthausen, Jeremy Merrill, Youyou Zhou","Let's discuss some published projects that have extracted useful, newsy information from big piles of text data — so you can use similar techniques. We'll walk you through real-world examples of every step of the process: gathering text data, dividing it into chunks the computer can understand, analyzing it with fancy or simple techniques and the challenges you'll face in analyzing, bulletproofing and presenting what you find. This session isn't quite a hands-on, but the panelists will discuss the tools, practical techniques and tricks they used to transform giant piles of text into publishable insights and reporting leads. These techniques are often called ""natural language processing,"" but we're going to keep it practical: no obscure mathematical formulas, guaranteed!
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3545/
,R 1: Intro to R and RStudio,2018-03-09,9:00 a.m.,2018-03-09,10:00 a.m.,Ronald Campbell,"Jump into statistics with R, the powerful open-source programming language. In this class we'll cover R fundamentals while exploring Cook County and Chicago through Census data.
This session is good for: People with a basic understanding of code who are ready to go beyond Excel.
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3614/
,Digging through the web,2018-03-09,9:00 a.m.,2018-03-09,10:00 a.m.,Gary Price,"In this fast-paced session, you'll learn a variety of research techniques and free resources. From backgrounding a person to retrieving an archived multimedia interview, to one-click web scraping, this session will give you tools you can put to use immediately.
",Clark,http://ire.org/events-and-training/event/3189/3602/
,Exhibitor & Recruiter Hours (Friday),2018-03-09,9:00 a.m.,2018-03-09,5:00 p.m.,TBA,"Be sure to stop by the 7th floor and visit with the exhibitors at this year's CAR conference. Details on specific exhibitors can be found by clicking on the exhibitors icon.
",7th Floor Foyer,http://ire.org/events-and-training/event/3189/3767/
,How to find stories in data through visualization (intermediate) *pre-registered attendees only,2018-03-09,9:00 a.m.,2018-03-09,12:30 p.m.,"Alberto Cairo, Mark Hansen, Olga Pierce, Rachael Tatman","Working with data is a kind of interview - it is a complex back-and-forth, drawing out the expressiveness of data. The process is often visual, depending heavily on a sequence of graphical displays, ""visualizations."" This three-hour workshop will focus on the concepts and skills you need to use data visualization effectively as part of your reporting practice - to conduct a data interview. You will learn how to spot trends, highlight changes over time, identify outliers, make meaningful comparisons, and describe important patterns in your data - all through the effective use of visualization strategies. This class will be based in the R language, and distributed through Jupyter notebooks. These pre-built examples can later be customized to suit your own projects when you return to your newsroom.
Preregistration is required and seating is limited. Attendees must bring a laptop and charger to the training.
Workshop prerequisites: You should be comfortable working with data and not be scared of code, though no previous coding experience is necessary.
NOTE: Registration is required for this session. Click here to sign up.
",Grace,http://ire.org/events-and-training/event/3189/3499/
=======
,Conversation: Women in the newsroom (Diversity Track),2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,Disha Raychaudhuri,"This session will be an off-the-record discussion about being a woman in the newsroom. Some topics we'll bring up will include: Why is it that most of the people graduating from J-Schools are women yet newsrooms are still male-dominated? Why are women less likely to get promoted and feel way more undervalued in their work? Also, why newsrooms are so behind in having decent maternity policies?
",Halsted,http://ire.org/events-and-training/event/3189/3723/
,Wielding data to investigate police misconduct,2018-03-08,3:30 p.m.,2018-03-08,4:30 p.m.,"Gina Kaufman, MaryJo Webster, Philip Stinson, Andrew Fan","Learn how to harness data to uncover police misconduct — both on and off the job — in your community, and how to investigate whether the regulatory policies and organizations meant to stop bad behavior are actually working. Panelists will share their experiences fighting for data and building their own databases to watchdog law enforcement, and provide tips for you to do similar work in your community.
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3582/
python,Python 3: Data cleaning and visualization with Pandas and Matplotlib,2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,Andrea Suozzo,"Now that you've got a handle on Pandas, it's time to jump into some advanced topics. You know how to import a dataset, but what happens when you load the data and nothing looks right? We'll walk through cleaning up a dirty dataset with Pandas. Then we'll jump into the fun part: visualizing the data you've analyzed with Matplotlib.
This session is good for: People who can load and perform basic summary and grouping functions in Pandas.
",Indiana/Iowa,http://ire.org/events-and-training/event/3189/3628/
databases,SQL 3: Joining tables,2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,Elizabeth Lucas,"Learn how to join tables, matching information from one file to another. We'll use SQLite and DB Browser, a free database manager.
This session is good for: People who are familiar with counting, summing or “GROUP BY” in SQL and want to add another tool to their SQL skill set.
",Michigan/Michigan St,http://ire.org/events-and-training/event/3189/3622/
maps,QGIS 2: Building your first map,2018-03-08,4:45 p.m.,2018-03-08,5:45 p.m.,Alexandra Kanik,"Dive even deeper into data mapping in this continuation of QGIS 1. This class will cover joining data tables to maps, aggregating point data for easier analysis and preparing geographic data for display online. It is strongly recommended that you take QGIS I immediately preceding this session, but it is not a strict requirement.
This session is good for: People who have taken QGIS 1: Importing and displaying geographic data, or are already familiar with the basics of QGIS.
",Sheffield,http://ire.org/events-and-training/event/3189/3618/
